Player_Name,Country,Mins,BF,4s,6s,SR,Oppn,Ground,Date,Runs,Not_Outs
S Dhawan,INDIA,159,94,12,1,121.27,v South Africa,Cardiff,6/6/2013,114,0
V Kohli,INDIA,46,41,2,0,75.6,v South Africa,Cardiff,6/6/2013,31,0
KD Karthik,INDIA,21,15,1,1,93.33,v South Africa,Cardiff,6/6/2013,14,0
MS Dhoni,INDIA,42,26,3,0,103.84,v South Africa,Cardiff,6/6/2013,27,0
SK Raina,INDIA,11,6,0,1,150,v South Africa,Cardiff,6/6/2013,9,0
RA Jadeja,INDIA,37,29,7,1,162.06,v South Africa,Cardiff,6/6/2013,47,1
R Ashwin,INDIA,15,10,1,0,100,v South Africa,Cardiff,6/6/2013,10,0
B Kumar,INDIA,0,0,0,0,0,v South Africa,Cardiff,6/6/2013,0,1
RG Sharma,INDIA,78,56,7,0,92.85,v West Indies,The Oval,6/11/2013,52,0
S Dhawan,INDIA,183,107,10,1,95.32,v West Indies,The Oval,6/11/2013,102,1
V Kohli,INDIA,18,18,4,0,122.22,v West Indies,The Oval,6/11/2013,22,0
KD Karthik,INDIA,84,54,8,0,94.44,v West Indies,The Oval,6/11/2013,51,1
RG Sharma,INDIA,54,32,2,0,56.25,v Pakistan,Birmingham,6/15/2013,18,0
S Dhawan,INDIA,70,41,5,0,117.07,v Pakistan,Birmingham,6/15/2013,48,0
V Kohli,INDIA,36,27,3,0,81.48,v Pakistan,Birmingham,6/15/2013,22,1
KD Karthik,INDIA,19,15,1,0,73.33,v Pakistan,Birmingham,6/15/2013,11,1
RG Sharma,INDIA,77,50,4,0,66,v Sri Lanka,Cardiff,6/20/2013,33,0
S Dhawan,INDIA,140,92,6,1,73.91,v Sri Lanka,Cardiff,6/20/2013,68,0
V Kohli,INDIA,80,64,4,1,90.62,v Sri Lanka,Cardiff,6/20/2013,58,1
SK Raina,INDIA,15,4,1,0,175,v Sri Lanka,Cardiff,6/20/2013,7,1
RG Sharma,INDIA,18,14,1,0,64.28,v England,Birmingham,6/23/2013,9,0
S Dhawan,INDIA,40,24,2,1,129.16,v England,Birmingham,6/23/2013,31,0
V Kohli,INDIA,66,34,4,1,126.47,v England,Birmingham,6/23/2013,43,0
KD Karthik,INDIA,10,11,0,0,54.54,v England,Birmingham,6/23/2013,6,0
SK Raina,INDIA,3,6,0,0,16.66,v England,Birmingham,6/23/2013,1,0
MS Dhoni,INDIA,3,4,0,0,0,v England,Birmingham,6/23/2013,0,0
RA Jadeja,INDIA,35,25,2,2,132,v England,Birmingham,6/23/2013,33,1
R Ashwin,INDIA,5,1,0,0,100,v England,Birmingham,6/23/2013,1,0
B Kumar,INDIA,2,1,0,0,100,v England,Birmingham,6/23/2013,1,1
RG Sharma,INDIA,129,89,4,1,67.41,v West Indies,Kingston,6/30/2013,60,0
S Dhawan,INDIA,20,10,2,0,110,v West Indies,Kingston,6/30/2013,11,0
V Kohli,INDIA,19,21,0,1,52.38,v West Indies,Kingston,6/30/2013,11,0
KD Karthik,INDIA,65,56,3,0,41.07,v West Indies,Kingston,6/30/2013,23,0
SK Raina,INDIA,76,55,4,0,80,v West Indies,Kingston,6/30/2013,44,0
MS Dhoni,INDIA,66,35,1,0,77.14,v West Indies,Kingston,6/30/2013,27,0
RA Jadeja,INDIA,27,20,2,0,75,v West Indies,Kingston,6/30/2013,15,0
R Ashwin,INDIA,18,11,0,0,45.45,v West Indies,Kingston,6/30/2013,5,1
B Kumar,INDIA,4,5,1,1,220,v West Indies,Kingston,6/30/2013,11,1
RG Sharma,INDIA,16,13,0,0,38.46,v Sri Lanka,Kingston,7/2/2013,5,0
S Dhawan,INDIA,53,42,3,0,57.14,v Sri Lanka,Kingston,7/2/2013,24,0
M Vijay,INDIA,58,46,2,0,65.21,v Sri Lanka,Kingston,7/2/2013,30,0
V Kohli,INDIA,6,5,0,0,40,v Sri Lanka,Kingston,7/2/2013,2,0
KD Karthik,INDIA,56,41,2,0,53.65,v Sri Lanka,Kingston,7/2/2013,22,0
SK Raina,INDIA,66,33,4,0,100,v Sri Lanka,Kingston,7/2/2013,33,0
RA Jadeja,INDIA,76,62,4,1,79.03,v Sri Lanka,Kingston,7/2/2013,49,1
R Ashwin,INDIA,17,13,0,0,30.76,v Sri Lanka,Kingston,7/2/2013,4,0
Mohammed Shami,INDIA,2,1,0,0,0,v Sri Lanka,Kingston,7/2/2013,0,0
I Sharma,INDIA,11,7,0,0,28.57,v Sri Lanka,Kingston,7/2/2013,2,0
UT Yadav,INDIA,19,6,0,0,0,v Sri Lanka,Kingston,7/2/2013,0,0
RG Sharma,INDIA,124,78,5,0,58.97,v West Indies,Port of Spain,7/5/2013,46,0
S Dhawan,INDIA,102,77,8,2,89.61,v West Indies,Port of Spain,7/5/2013,69,0
V Kohli,INDIA,120,83,13,2,122.89,v West Indies,Port of Spain,7/5/2013,102,0
SK Raina,INDIA,18,14,0,1,71.42,v West Indies,Port of Spain,7/5/2013,10,0
KD Karthik,INDIA,11,7,1,0,85.71,v West Indies,Port of Spain,7/5/2013,6,0
M Vijay,INDIA,21,18,5,0,150,v West Indies,Port of Spain,7/5/2013,27,0
RA Jadeja,INDIA,11,5,0,0,40,v West Indies,Port of Spain,7/5/2013,2,0
R Ashwin,INDIA,34,18,3,0,138.88,v West Indies,Port of Spain,7/5/2013,25,1
RG Sharma,INDIA,126,83,2,1,57.83,v Sri Lanka,Port of Spain,7/9/2013,48,1
S Dhawan,INDIA,26,16,2,0,93.75,v Sri Lanka,Port of Spain,7/9/2013,15,0
V Kohli,INDIA,62,52,4,0,59.61,v Sri Lanka,Port of Spain,7/9/2013,31,0
KD Karthik,INDIA,25,18,0,1,66.66,v Sri Lanka,Port of Spain,7/9/2013,12,0
SK Raina,INDIA,6,7,0,0,57.14,v Sri Lanka,Port of Spain,7/9/2013,4,1
RG Sharma,INDIA,146,89,5,1,65.16,v Sri Lanka,Port of Spain,7/11/2013,58,0
S Dhawan,INDIA,38,35,2,0,45.71,v Sri Lanka,Port of Spain,7/11/2013,16,0
V Kohli,INDIA,8,5,0,0,40,v Sri Lanka,Port of Spain,7/11/2013,2,0
KD Karthik,INDIA,58,37,3,0,62.16,v Sri Lanka,Port of Spain,7/11/2013,23,0
SK Raina,INDIA,51,27,1,1,118.51,v Sri Lanka,Port of Spain,7/11/2013,32,0
MS Dhoni,INDIA,98,52,5,2,86.53,v Sri Lanka,Port of Spain,7/11/2013,45,1
RA Jadeja,INDIA,15,14,0,0,35.71,v Sri Lanka,Port of Spain,7/11/2013,5,0
R Ashwin,INDIA,1,1,0,0,0,v Sri Lanka,Port of Spain,7/11/2013,0,0
B Kumar,INDIA,21,15,0,0,0,v Sri Lanka,Port of Spain,7/11/2013,0,0
R Vinay Kumar,INDIA,25,16,0,0,31.25,v Sri Lanka,Port of Spain,7/11/2013,5,0
I Sharma,INDIA,17,7,0,0,28.57,v Sri Lanka,Port of Spain,7/11/2013,2,1
RG Sharma,INDIA,57,40,2,0,50,v Zimbabwe,Harare,7/24/2013,20,0
S Dhawan,INDIA,27,21,3,0,80.95,v Zimbabwe,Harare,7/24/2013,17,0
V Kohli,INDIA,133,108,13,1,106.48,v Zimbabwe,Harare,7/24/2013,115,0
AT Rayudu,INDIA,117,84,4,0,75,v Zimbabwe,Harare,7/24/2013,63,1
SK Raina,INDIA,2,2,0,0,0,v Zimbabwe,Harare,7/24/2013,0,0
KD Karthik,INDIA,10,15,1,0,53.33,v Zimbabwe,Harare,7/24/2013,8,1
RG Sharma,INDIA,5,7,0,0,14.28,v Zimbabwe,Harare,7/26/2013,1,0
S Dhawan,INDIA,209,127,11,2,91.33,v Zimbabwe,Harare,7/26/2013,116,0
V Kohli,INDIA,35,18,2,0,77.77,v Zimbabwe,Harare,7/26/2013,14,0
AT Rayudu,INDIA,44,25,0,0,20,v Zimbabwe,Harare,7/26/2013,5,0
SK Raina,INDIA,16,11,0,0,36.36,v Zimbabwe,Harare,7/26/2013,4,0
KD Karthik,INDIA,105,74,6,0,93.24,v Zimbabwe,Harare,7/26/2013,69,0
RA Jadeja,INDIA,28,22,1,0,68.18,v Zimbabwe,Harare,7/26/2013,15,0
A Mishra,INDIA,13,7,1,0,128.57,v Zimbabwe,Harare,7/26/2013,9,0
R Vinay Kumar,INDIA,20,12,2,2,225,v Zimbabwe,Harare,7/26/2013,27,1
Mohammed Shami,INDIA,3,1,0,1,600,v Zimbabwe,Harare,7/26/2013,6,1
RG Sharma,INDIA,27,21,2,0,66.66,v Zimbabwe,Harare,7/28/2013,14,0
S Dhawan,INDIA,62,32,5,0,109.37,v Zimbabwe,Harare,7/28/2013,35,0
V Kohli,INDIA,128,88,5,1,77.27,v Zimbabwe,Harare,7/28/2013,68,1
AT Rayudu,INDIA,62,54,2,0,61.11,v Zimbabwe,Harare,7/28/2013,33,0
SK Raina,INDIA,30,18,3,0,155.55,v Zimbabwe,Harare,7/28/2013,28,1
CA Pujara,INDIA,38,24,2,0,54.16,v Zimbabwe,Bulawayo,8/1/2013,13,0
RG Sharma,INDIA,123,90,5,1,71.11,v Zimbabwe,Bulawayo,8/1/2013,64,1
SK Raina,INDIA,84,71,6,0,91.54,v Zimbabwe,Bulawayo,8/1/2013,65,1
CA Pujara,INDIA,2,4,0,0,0,v Zimbabwe,Bulawayo,8/3/2013,0,0
S Dhawan,INDIA,48,38,6,1,107.89,v Zimbabwe,Bulawayo,8/3/2013,41,0
AM Rahane,INDIA,106,66,4,1,75.75,v Zimbabwe,Bulawayo,8/3/2013,50,0
RA Jadeja,INDIA,85,77,4,2,62.33,v Zimbabwe,Bulawayo,8/3/2013,48,1
KD Karthik,INDIA,26,19,1,0,52.63,v Zimbabwe,Bulawayo,8/3/2013,10,1
S Dhawan,INDIA,29,15,1,0,46.66,v Australia,Pune,10/13/2013,7,0
RG Sharma,INDIA,62,47,6,0,89.36,v Australia,Pune,10/13/2013,42,0
V Kohli,INDIA,121,85,6,0,71.76,v Australia,Pune,10/13/2013,61,0
SK Raina,INDIA,56,45,2,1,86.66,v Australia,Pune,10/13/2013,39,0
Yuvraj Singh,INDIA,8,7,0,1,100,v Australia,Pune,10/13/2013,7,0
MS Dhoni,INDIA,52,22,2,0,86.36,v Australia,Pune,10/13/2013,19,0
RA Jadeja,INDIA,22,18,1,0,61.11,v Australia,Pune,10/13/2013,11,0
R Ashwin,INDIA,11,10,0,0,50,v Australia,Pune,10/13/2013,5,0
B Kumar,INDIA,32,27,1,0,66.66,v Australia,Pune,10/13/2013,18,0
R Vinay Kumar,INDIA,24,19,1,0,57.89,v Australia,Pune,10/13/2013,11,0
I Sharma,INDIA,3,3,0,0,33.33,v Australia,Pune,10/13/2013,1,1
RG Sharma,INDIA,195,123,17,4,114.63,v Australia,Jaipur,10/16/2013,141,1
S Dhawan,INDIA,112,86,14,0,110.46,v Australia,Jaipur,10/16/2013,95,0
V Kohli,INDIA,82,52,8,7,192.3,v Australia,Jaipur,10/16/2013,100,1
RG Sharma,INDIA,33,22,2,0,50,v Australia,Mohali,10/19/2013,11,0
S Dhawan,INDIA,8,6,2,0,133.33,v Australia,Mohali,10/19/2013,8,0
V Kohli,INDIA,121,73,9,0,93.15,v Australia,Mohali,10/19/2013,68,0
SK Raina,INDIA,27,19,2,0,89.47,v Australia,Mohali,10/19/2013,17,0
Yuvraj Singh,INDIA,1,1,0,0,0,v Australia,Mohali,10/19/2013,0,0
MS Dhoni,INDIA,169,121,12,5,114.87,v Australia,Mohali,10/19/2013,139,1
RA Jadeja,INDIA,9,4,0,0,50,v Australia,Mohali,10/19/2013,2,0
R Ashwin,INDIA,55,35,3,0,80,v Australia,Mohali,10/19/2013,28,0
B Kumar,INDIA,23,18,1,0,55.55,v Australia,Mohali,10/19/2013,10,0
R Vinay Kumar,INDIA,10,1,0,0,0,v Australia,Mohali,10/19/2013,0,0
I Sharma,INDIA,1,0,0,0,0,v Australia,Mohali,10/19/2013,0,1
RG Sharma,INDIA,19,13,1,0,69.23,v Australia,Ranchi,10/23/2013,9,1
S Dhawan,INDIA,19,12,3,0,116.66,v Australia,Ranchi,10/23/2013,14,1
RG Sharma,INDIA,119,89,7,3,88.76,v Australia,Nagpur,10/30/2013,79,0
S Dhawan,INDIA,152,102,11,0,98.03,v Australia,Nagpur,10/30/2013,100,0
V Kohli,INDIA,104,66,18,1,174.24,v Australia,Nagpur,10/30/2013,115,1
SK Raina,INDIA,34,15,2,0,106.66,v Australia,Nagpur,10/30/2013,16,0
Yuvraj Singh,INDIA,2,3,0,0,0,v Australia,Nagpur,10/30/2013,0,0
MS Dhoni,INDIA,35,23,2,0,108.69,v Australia,Nagpur,10/30/2013,25,1
RG Sharma,INDIA,222,158,12,16,132.27,v Australia,Bengaluru,11/2/2013,209,0
S Dhawan,INDIA,82,57,9,0,105.26,v Australia,Bengaluru,11/2/2013,60,0
V Kohli,INDIA,4,3,0,0,0,v Australia,Bengaluru,11/2/2013,0,0
SK Raina,INDIA,40,30,2,0,93.33,v Australia,Bengaluru,11/2/2013,28,0
Yuvraj Singh,INDIA,20,14,0,1,85.71,v Australia,Bengaluru,11/2/2013,12,0
MS Dhoni,INDIA,73,38,7,2,163.15,v Australia,Bengaluru,11/2/2013,62,0
RA Jadeja,INDIA,2,0,0,0,0,v Australia,Bengaluru,11/2/2013,0,1
RG Sharma,INDIA,105,81,8,1,88.88,v West Indies,Kochi,11/21/2013,72,0
S Dhawan,INDIA,16,6,1,0,83.33,v West Indies,Kochi,11/21/2013,5,0
V Kohli,INDIA,120,84,9,2,102.38,v West Indies,Kochi,11/21/2013,86,0
Yuvraj Singh,INDIA,53,29,2,0,55.17,v West Indies,Kochi,11/21/2013,16,1
SK Raina,INDIA,6,5,0,0,0,v West Indies,Kochi,11/21/2013,0,0
MS Dhoni,INDIA,14,7,3,0,185.71,v West Indies,Kochi,11/21/2013,13,1
RG Sharma,INDIA,20,19,3,0,63.15,v West Indies,Visakhapatnam,11/24/2013,12,0
S Dhawan,INDIA,62,37,5,0,94.59,v West Indies,Visakhapatnam,11/24/2013,35,0
V Kohli,INDIA,159,100,9,0,99,v West Indies,Visakhapatnam,11/24/2013,99,0
Yuvraj Singh,INDIA,55,49,3,1,57.14,v West Indies,Visakhapatnam,11/24/2013,28,0
SK Raina,INDIA,49,24,2,0,95.83,v West Indies,Visakhapatnam,11/24/2013,23,0
MS Dhoni,INDIA,61,40,3,4,127.5,v West Indies,Visakhapatnam,11/24/2013,51,1
RA Jadeja,INDIA,27,20,0,0,50,v West Indies,Visakhapatnam,11/24/2013,10,0
R Ashwin,INDIA,18,10,2,1,190,v West Indies,Visakhapatnam,11/24/2013,19,0
B Kumar,INDIA,2,1,0,0,100,v West Indies,Visakhapatnam,11/24/2013,1,1
RG Sharma,INDIA,19,14,0,0,28.57,v West Indies,Kanpur,11/27/2013,4,0
S Dhawan,INDIA,164,95,20,0,125.26,v West Indies,Kanpur,11/27/2013,119,0
V Kohli,INDIA,19,18,3,0,105.55,v West Indies,Kanpur,11/27/2013,19,0
Yuvraj Singh,INDIA,91,74,7,0,74.32,v West Indies,Kanpur,11/27/2013,55,0
SK Raina,INDIA,55,43,3,0,79.06,v West Indies,Kanpur,11/27/2013,34,0
MS Dhoni,INDIA,48,23,3,0,100,v West Indies,Kanpur,11/27/2013,23,1
RA Jadeja,INDIA,16,11,0,0,18.18,v West Indies,Kanpur,11/27/2013,2,1
RG Sharma,INDIA,69,43,2,0,41.86,v South Africa,Johannesburg,12/5/2013,18,0
S Dhawan,INDIA,19,13,3,0,92.3,v South Africa,Johannesburg,12/5/2013,12,0
V Kohli,INDIA,41,35,5,0,88.57,v South Africa,Johannesburg,12/5/2013,31,0
Yuvraj Singh,INDIA,2,2,0,0,0,v South Africa,Johannesburg,12/5/2013,0,0
SK Raina,INDIA,39,20,2,0,70,v South Africa,Johannesburg,12/5/2013,14,0
MS Dhoni,INDIA,125,71,8,1,91.54,v South Africa,Johannesburg,12/5/2013,65,0
RA Jadeja,INDIA,36,30,6,0,96.66,v South Africa,Johannesburg,12/5/2013,29,0
R Ashwin,INDIA,23,19,4,0,100,v South Africa,Johannesburg,12/5/2013,19,0
B Kumar,INDIA,8,4,0,0,0,v South Africa,Johannesburg,12/5/2013,0,0
MM Sharma,INDIA,23,5,0,0,0,v South Africa,Johannesburg,12/5/2013,0,1
Mohammed Shami,INDIA,3,4,0,0,0,v South Africa,Johannesburg,12/5/2013,0,0
RG Sharma,INDIA,34,26,2,0,73.07,v South Africa,Durban,12/8/2013,19,0
S Dhawan,INDIA,9,2,0,0,0,v South Africa,Durban,12/8/2013,0,0
V Kohli,INDIA,7,5,0,0,0,v South Africa,Durban,12/8/2013,0,0
AM Rahane,INDIA,23,17,1,0,47.05,v South Africa,Durban,12/8/2013,8,0
SK Raina,INDIA,64,50,3,0,72,v South Africa,Durban,12/8/2013,36,0
MS Dhoni,INDIA,43,31,0,0,61.29,v South Africa,Durban,12/8/2013,19,0
RA Jadeja,INDIA,63,34,1,1,76.47,v South Africa,Durban,12/8/2013,26,0
R Ashwin,INDIA,35,26,1,0,57.69,v South Africa,Durban,12/8/2013,15,0
Mohammed Shami,INDIA,21,14,0,0,57.14,v South Africa,Durban,12/8/2013,8,0
UT Yadav,INDIA,6,5,0,0,20,v South Africa,Durban,12/8/2013,1,0
I Sharma,INDIA,2,2,0,0,0,v South Africa,Durban,12/8/2013,0,1
RG Sharma,INDIA,24,23,0,0,13.04,v New Zealand,Napier,1/19/2014,3,0
S Dhawan,INDIA,84,46,3,0,69.56,v New Zealand,Napier,1/19/2014,32,0
V Kohli,INDIA,179,111,11,2,110.81,v New Zealand,Napier,1/19/2014,123,0
AM Rahane,INDIA,10,13,0,0,53.84,v New Zealand,Napier,1/19/2014,7,0
SK Raina,INDIA,26,22,2,0,81.81,v New Zealand,Napier,1/19/2014,18,0
MS Dhoni,INDIA,72,46,2,2,86.95,v New Zealand,Napier,1/19/2014,40,0
RA Jadeja,INDIA,2,3,0,0,0,v New Zealand,Napier,1/19/2014,0,0
R Ashwin,INDIA,20,10,0,1,120,v New Zealand,Napier,1/19/2014,12,0
B Kumar,INDIA,4,4,1,0,150,v New Zealand,Napier,1/19/2014,6,0
I Sharma,INDIA,14,10,0,0,50,v New Zealand,Napier,1/19/2014,5,0
Mohammed Shami,INDIA,4,4,1,0,175,v New Zealand,Napier,1/19/2014,7,1
S Dhawan,INDIA,32,22,2,0,54.54,v New Zealand,Hamilton,1/22/2014,12,0
RG Sharma,INDIA,42,34,2,1,58.82,v New Zealand,Hamilton,1/22/2014,20,0
V Kohli,INDIA,88,65,7,2,120,v New Zealand,Hamilton,1/22/2014,78,0
AM Rahane,INDIA,52,42,4,0,85.71,v New Zealand,Hamilton,1/22/2014,36,0
MS Dhoni,INDIA,81,44,7,1,127.27,v New Zealand,Hamilton,1/22/2014,56,0
SK Raina,INDIA,36,22,6,0,159.09,v New Zealand,Hamilton,1/22/2014,35,0
RA Jadeja,INDIA,20,8,0,1,150,v New Zealand,Hamilton,1/22/2014,12,0
R Ashwin,INDIA,7,4,1,0,125,v New Zealand,Hamilton,1/22/2014,5,0
B Kumar,INDIA,9,6,2,0,183.33,v New Zealand,Hamilton,1/22/2014,11,0
Mohammed Shami,INDIA,5,1,0,0,100,v New Zealand,Hamilton,1/22/2014,1,1
I Sharma,INDIA,1,1,0,0,100,v New Zealand,Hamilton,1/22/2014,1,1
RG Sharma,INDIA,65,38,1,4,102.63,v New Zealand,Auckland,1/25/2014,39,0
S Dhawan,INDIA,46,25,4,1,112,v New Zealand,Auckland,1/25/2014,28,0
V Kohli,INDIA,27,20,1,0,30,v New Zealand,Auckland,1/25/2014,6,0
AM Rahane,INDIA,22,14,0,0,21.42,v New Zealand,Auckland,1/25/2014,3,0
SK Raina,INDIA,59,39,3,0,79.48,v New Zealand,Auckland,1/25/2014,31,0
MS Dhoni,INDIA,79,60,2,3,83.33,v New Zealand,Auckland,1/25/2014,50,0
R Ashwin,INDIA,78,46,8,1,141.3,v New Zealand,Auckland,1/25/2014,65,0
RA Jadeja,INDIA,77,45,5,4,146.66,v New Zealand,Auckland,1/25/2014,66,1
B Kumar,INDIA,5,3,1,0,133.33,v New Zealand,Auckland,1/25/2014,4,0
Mohammed Shami,INDIA,11,7,0,0,28.57,v New Zealand,Auckland,1/25/2014,2,0
VR Aaron,INDIA,14,3,0,0,66.66,v New Zealand,Auckland,1/25/2014,2,1
RG Sharma,INDIA,131,94,6,4,84.04,v New Zealand,Hamilton,1/28/2014,79,0
V Kohli,INDIA,14,10,0,0,20,v New Zealand,Hamilton,1/28/2014,2,0
AM Rahane,INDIA,22,8,0,0,37.5,v New Zealand,Hamilton,1/28/2014,3,0
AT Rayudu,INDIA,64,58,3,2,63.79,v New Zealand,Hamilton,1/28/2014,37,0
MS Dhoni,INDIA,111,73,6,3,108.21,v New Zealand,Hamilton,1/28/2014,79,1
R Ashwin,INDIA,3,3,1,0,166.66,v New Zealand,Hamilton,1/28/2014,5,0
RA Jadeja,INDIA,78,54,8,2,114.81,v New Zealand,Hamilton,1/28/2014,62,1
RG Sharma,INDIA,20,13,0,0,30.76,v New Zealand,Wellington,1/31/2014,4,0
S Dhawan,INDIA,43,28,1,0,32.14,v New Zealand,Wellington,1/31/2014,9,0
V Kohli,INDIA,129,78,7,3,105.12,v New Zealand,Wellington,1/31/2014,82,0
AM Rahane,INDIA,15,10,0,0,20,v New Zealand,Wellington,1/31/2014,2,0
AT Rayudu,INDIA,44,40,2,0,50,v New Zealand,Wellington,1/31/2014,20,0
MS Dhoni,INDIA,79,72,3,0,65.27,v New Zealand,Wellington,1/31/2014,47,0
R Ashwin,INDIA,15,11,1,0,63.63,v New Zealand,Wellington,1/31/2014,7,0
RA Jadeja,INDIA,7,6,1,0,83.33,v New Zealand,Wellington,1/31/2014,5,0
B Kumar,INDIA,31,25,1,0,80,v New Zealand,Wellington,1/31/2014,20,0
Mohammed Shami,INDIA,25,15,0,1,93.33,v New Zealand,Wellington,1/31/2014,14,1
VR Aaron,INDIA,3,1,0,0,0,v New Zealand,Wellington,1/31/2014,0,0
RG Sharma,INDIA,57,29,1,1,72.41,v Bangladesh,Fatullah,2/26/2014,21,0
S Dhawan,INDIA,50,44,5,0,63.63,v Bangladesh,Fatullah,2/26/2014,28,0
V Kohli,INDIA,157,122,16,2,111.47,v Bangladesh,Fatullah,2/26/2014,136,0
AM Rahane,INDIA,158,83,7,1,87.95,v Bangladesh,Fatullah,2/26/2014,73,0
AT Rayudu,INDIA,15,15,0,0,60,v Bangladesh,Fatullah,2/26/2014,9,1
KD Karthik,INDIA,7,2,0,0,100,v Bangladesh,Fatullah,2/26/2014,2,1
RG Sharma,INDIA,37,28,1,0,46.42,v Sri Lanka,Fatullah,2/28/2014,13,0
S Dhawan,INDIA,161,114,7,1,82.45,v Sri Lanka,Fatullah,2/28/2014,94,0
V Kohli,INDIA,66,51,4,1,94.11,v Sri Lanka,Fatullah,2/28/2014,48,0
AM Rahane,INDIA,40,27,1,0,81.48,v Sri Lanka,Fatullah,2/28/2014,22,0
AT Rayudu,INDIA,27,23,1,0,78.26,v Sri Lanka,Fatullah,2/28/2014,18,0
KD Karthik,INDIA,2,3,1,0,133.33,v Sri Lanka,Fatullah,2/28/2014,4,0
RA Jadeja,INDIA,48,27,0,1,81.48,v Sri Lanka,Fatullah,2/28/2014,22,1
STR Binny,INDIA,4,4,0,0,0,v Sri Lanka,Fatullah,2/28/2014,0,0
R Ashwin,INDIA,20,16,2,0,112.5,v Sri Lanka,Fatullah,2/28/2014,18,0
B Kumar,INDIA,5,0,0,0,0,v Sri Lanka,Fatullah,2/28/2014,0,0
Mohammed Shami,INDIA,7,7,0,2,200,v Sri Lanka,Fatullah,2/28/2014,14,1
RG Sharma,INDIA,86,58,7,2,96.55,v Pakistan,Dhaka,3/2/2014,56,0
S Dhawan,INDIA,12,13,2,0,76.92,v Pakistan,Dhaka,3/2/2014,10,0
V Kohli,INDIA,29,11,0,0,45.45,v Pakistan,Dhaka,3/2/2014,5,0
AM Rahane,INDIA,62,50,3,0,46,v Pakistan,Dhaka,3/2/2014,23,0
AT Rayudu,INDIA,117,62,4,1,93.54,v Pakistan,Dhaka,3/2/2014,58,0
KD Karthik,INDIA,54,46,1,0,50,v Pakistan,Dhaka,3/2/2014,23,0
RA Jadeja,INDIA,62,49,4,2,106.12,v Pakistan,Dhaka,3/2/2014,52,1
R Ashwin,INDIA,9,7,2,0,128.57,v Pakistan,Dhaka,3/2/2014,9,0
Mohammed Shami,INDIA,1,3,0,0,0,v Pakistan,Dhaka,3/2/2014,0,0
A Mishra,INDIA,6,1,0,0,100,v Pakistan,Dhaka,3/2/2014,1,1
AM Rahane,INDIA,90,66,5,0,84.84,v Afghanistan,Dhaka,3/5/2014,56,0
S Dhawan,INDIA,98,78,4,1,76.92,v Afghanistan,Dhaka,3/5/2014,60,0
RG Sharma,INDIA,36,24,1,0,75,v Afghanistan,Dhaka,3/5/2014,18,1
KD Karthik,INDIA,28,27,3,0,77.77,v Afghanistan,Dhaka,3/5/2014,21,1
RV Uthappa,INDIA,67,44,3,3,113.63,v Bangladesh,Dhaka,6/15/2014,50,0
AM Rahane,INDIA,93,70,5,2,91.42,v Bangladesh,Dhaka,6/15/2014,64,0
CA Pujara,INDIA,5,5,0,0,0,v Bangladesh,Dhaka,6/15/2014,0,0
AT Rayudu,INDIA,33,19,2,0,84.21,v Bangladesh,Dhaka,6/15/2014,16,1
SK Raina,INDIA,13,11,3,0,136.36,v Bangladesh,Dhaka,6/15/2014,15,1
RV Uthappa,INDIA,37,24,2,0,58.33,v Bangladesh,Dhaka,6/17/2014,14,0
AM Rahane,INDIA,1,1,0,0,0,v Bangladesh,Dhaka,6/17/2014,0,0
CA Pujara,INDIA,66,34,0,0,32.35,v Bangladesh,Dhaka,6/17/2014,11,0
AT Rayudu,INDIA,7,7,0,0,14.28,v Bangladesh,Dhaka,6/17/2014,1,0
SK Raina,INDIA,44,23,3,0,117.39,v Bangladesh,Dhaka,6/17/2014,27,0
WP Saha,INDIA,17,12,1,0,41.66,v Bangladesh,Dhaka,6/17/2014,5,0
STR Binny,INDIA,29,8,0,0,37.5,v Bangladesh,Dhaka,6/17/2014,3,0
AR Patel,INDIA,5,5,2,0,160,v Bangladesh,Dhaka,6/17/2014,8,0
A Mishra,INDIA,27,16,0,0,25,v Bangladesh,Dhaka,6/17/2014,4,0
MM Sharma,INDIA,20,10,0,0,40,v Bangladesh,Dhaka,6/17/2014,4,1
UT Yadav,INDIA,13,13,2,1,130.76,v Bangladesh,Dhaka,6/17/2014,17,0
RV Uthappa,INDIA,21,13,1,0,38.46,v Bangladesh,Dhaka,6/19/2014,5,0
AM Rahane,INDIA,25,18,0,0,16.66,v Bangladesh,Dhaka,6/19/2014,3,0
CA Pujara,INDIA,108,63,2,0,42.85,v Bangladesh,Dhaka,6/19/2014,27,0
AT Rayudu,INDIA,14,6,0,0,16.66,v Bangladesh,Dhaka,6/19/2014,1,0
MK Tiwary,INDIA,7,6,0,0,33.33,v Bangladesh,Dhaka,6/19/2014,2,0
SK Raina,INDIA,45,25,3,0,100,v Bangladesh,Dhaka,6/19/2014,25,0
WP Saha,INDIA,23,21,2,0,76.19,v Bangladesh,Dhaka,6/19/2014,16,0
STR Binny,INDIA,46,36,4,0,69.44,v Bangladesh,Dhaka,6/19/2014,25,1
AR Patel,INDIA,4,3,0,0,33.33,v Bangladesh,Dhaka,6/19/2014,1,0
MM Sharma,INDIA,23,13,0,0,7.69,v Bangladesh,Dhaka,6/19/2014,1,0
UT Yadav,INDIA,5,2,0,0,0,v Bangladesh,Dhaka,6/19/2014,0,1
RG Sharma,INDIA,126,87,4,1,59.77,v England,Cardiff,8/27/2014,52,0
