Player_Name,Country,Mins,BF,4s,6s,SR,Oppn,Ground,Date,Runs,Not_Outs
HH Pandya,INDIA,81,62,2,0,51.61,v New Zealand,Manchester,7/9/2019,32,0
MS Dhoni,INDIA,114,72,1,1,69.44,v New Zealand,Manchester,7/9/2019,50,0
RA Jadeja,INDIA,84,59,4,4,130.5,v New Zealand,Manchester,7/9/2019,77,0
B Kumar,INDIA,10,1,0,0,0,v New Zealand,Manchester,7/9/2019,0,0
YS Chahal,INDIA,8,5,1,0,100,v New Zealand,Manchester,7/9/2019,5,0
JJ Bumrah,INDIA,4,0,0,0,0,v New Zealand,Manchester,7/9/2019,0,1
S Dhawan,INDIA,4,3,0,0,66.66,v West Indies,Port of Spain,8/11/2019,2,0
RG Sharma,INDIA,75,34,2,0,52.94,v West Indies,Port of Spain,8/11/2019,18,0
V Kohli,INDIA,179,125,14,1,96,v West Indies,Port of Spain,8/11/2019,120,0
RR Pant,INDIA,27,35,2,0,57.14,v West Indies,Port of Spain,8/11/2019,20,0
SS Iyer,INDIA,101,68,5,1,104.41,v West Indies,Port of Spain,8/11/2019,71,0
KM Jadhav,INDIA,27,14,2,0,114.28,v West Indies,Port of Spain,8/11/2019,16,0
RA Jadeja,INDIA,24,16,1,0,100,v West Indies,Port of Spain,8/11/2019,16,1
B Kumar,INDIA,6,2,0,0,50,v West Indies,Port of Spain,8/11/2019,1,0
Mohammed Shami,INDIA,11,5,0,0,60,v West Indies,Port of Spain,8/11/2019,3,1
RG Sharma,INDIA,13,6,2,0,166.66,v West Indies,Port of Spain,8/14/2019,10,0
S Dhawan,INDIA,53,36,5,0,100,v West Indies,Port of Spain,8/14/2019,36,0
V Kohli,INDIA,127,99,14,0,115.15,v West Indies,Port of Spain,8/14/2019,114,1
RR Pant,INDIA,3,1,0,0,0,v West Indies,Port of Spain,8/14/2019,0,0
SS Iyer,INDIA,65,41,3,5,158.53,v West Indies,Port of Spain,8/14/2019,65,0
KM Jadhav,INDIA,20,12,1,1,158.33,v West Indies,Port of Spain,8/14/2019,19,1
RG Sharma,INDIA,0,56,6,0,64.28,v West Indies,Chennai,12/15/2019,36,0
KL Rahul,INDIA,0,15,1,0,40,v West Indies,Chennai,12/15/2019,6,0
V Kohli,INDIA,0,4,1,0,100,v West Indies,Chennai,12/15/2019,4,0
SS Iyer,INDIA,0,88,5,1,79.54,v West Indies,Chennai,12/15/2019,70,0
RR Pant,INDIA,0,69,7,1,102.89,v West Indies,Chennai,12/15/2019,71,0
KM Jadhav,INDIA,0,35,3,1,114.28,v West Indies,Chennai,12/15/2019,40,0
RA Jadeja,INDIA,0,21,2,0,100,v West Indies,Chennai,12/15/2019,21,0
S Dube,INDIA,0,6,1,0,150,v West Indies,Chennai,12/15/2019,9,0
DL Chahar,INDIA,0,8,0,0,75,v West Indies,Chennai,12/15/2019,6,1
Mohammed Shami,INDIA,0,1,0,0,0,v West Indies,Chennai,12/15/2019,0,1
RG Sharma,INDIA,0,138,17,5,115.21,v West Indies,Visakhapatnam,12/18/2019,159,0
KL Rahul,INDIA,0,104,8,3,98.07,v West Indies,Visakhapatnam,12/18/2019,102,0
V Kohli,INDIA,0,1,0,0,0,v West Indies,Visakhapatnam,12/18/2019,0,0
SS Iyer,INDIA,0,32,3,4,165.62,v West Indies,Visakhapatnam,12/18/2019,53,0
RR Pant,INDIA,0,16,3,4,243.75,v West Indies,Visakhapatnam,12/18/2019,39,0
KM Jadhav,INDIA,0,10,3,0,160,v West Indies,Visakhapatnam,12/18/2019,16,1
RA Jadeja,INDIA,0,0,0,0,0,v West Indies,Visakhapatnam,12/18/2019,0,1
RG Sharma,INDIA,0,63,8,1,100,v West Indies,Cuttack,12/22/2019,63,0
KL Rahul,INDIA,0,89,8,1,86.51,v West Indies,Cuttack,12/22/2019,77,0
V Kohli,INDIA,0,81,9,0,104.93,v West Indies,Cuttack,12/22/2019,85,0
SS Iyer,INDIA,0,7,1,0,100,v West Indies,Cuttack,12/22/2019,7,0
RR Pant,INDIA,0,6,1,0,116.66,v West Indies,Cuttack,12/22/2019,7,0
KM Jadhav,INDIA,0,10,1,0,90,v West Indies,Cuttack,12/22/2019,9,0
RA Jadeja,INDIA,0,31,4,0,125.8,v West Indies,Cuttack,12/22/2019,39,1
SN Thakur,INDIA,0,6,2,1,283.33,v West Indies,Cuttack,12/22/2019,17,1
RG Sharma,INDIA,0,15,2,0,66.66,v Australia,Mumbai,1/14/2020,10,0
S Dhawan,INDIA,0,91,9,1,81.31,v Australia,Mumbai,1/14/2020,74,0
KL Rahul,INDIA,0,61,4,0,77.04,v Australia,Mumbai,1/14/2020,47,0
V Kohli,INDIA,0,14,0,1,114.28,v Australia,Mumbai,1/14/2020,16,0
SS Iyer,INDIA,0,9,0,0,44.44,v Australia,Mumbai,1/14/2020,4,0
RR Pant,INDIA,0,33,2,1,84.84,v Australia,Mumbai,1/14/2020,28,0
RA Jadeja,INDIA,0,32,2,1,78.12,v Australia,Mumbai,1/14/2020,25,0
SN Thakur,INDIA,0,10,2,0,130,v Australia,Mumbai,1/14/2020,13,0
Mohammed Shami,INDIA,0,15,1,0,66.66,v Australia,Mumbai,1/14/2020,10,0
Kuldeep Yadav,INDIA,0,15,2,0,113.33,v Australia,Mumbai,1/14/2020,17,0
JJ Bumrah,INDIA,0,0,0,0,0,v Australia,Mumbai,1/14/2020,0,1
RG Sharma,INDIA,0,44,6,0,95.45,v Australia,Rajkot,1/17/2020,42,0
S Dhawan,INDIA,0,90,13,1,106.66,v Australia,Rajkot,1/17/2020,96,0
V Kohli,INDIA,0,76,6,0,102.63,v Australia,Rajkot,1/17/2020,78,0
SS Iyer,INDIA,0,17,1,0,41.17,v Australia,Rajkot,1/17/2020,7,0
KL Rahul,INDIA,0,52,6,3,153.84,v Australia,Rajkot,1/17/2020,80,0
MK Pandey,INDIA,0,4,0,0,50,v Australia,Rajkot,1/17/2020,2,0
RA Jadeja,INDIA,0,16,1,0,125,v Australia,Rajkot,1/17/2020,20,1
Mohammed Shami,INDIA,0,1,0,0,100,v Australia,Rajkot,1/17/2020,1,1
RG Sharma,INDIA,0,128,8,6,92.96,v Australia,Bengaluru,1/19/2020,119,0
KL Rahul,INDIA,0,27,2,0,70.37,v Australia,Bengaluru,1/19/2020,19,0
V Kohli,INDIA,0,91,8,0,97.8,v Australia,Bengaluru,1/19/2020,89,0
SS Iyer,INDIA,0,35,6,1,125.71,v Australia,Bengaluru,1/19/2020,44,1
MK Pandey,INDIA,0,4,2,0,200,v Australia,Bengaluru,1/19/2020,8,1
PP Shaw,INDIA,37,21,3,0,95.23,v New Zealand,Hamilton,2/5/2020,20,0
MA Agarwal,INDIA,41,31,6,0,103.22,v New Zealand,Hamilton,2/5/2020,32,0
V Kohli,INDIA,88,63,6,0,80.95,v New Zealand,Hamilton,2/5/2020,51,0
SS Iyer,INDIA,161,107,11,1,96.26,v New Zealand,Hamilton,2/5/2020,103,0
KL Rahul,INDIA,102,64,3,6,137.5,v New Zealand,Hamilton,2/5/2020,88,1
KM Jadhav,INDIA,26,15,3,1,173.33,v New Zealand,Hamilton,2/5/2020,26,1
PP Shaw,INDIA,23,19,6,0,126.31,v New Zealand,Auckland,2/8/2020,24,0
MA Agarwal,INDIA,12,5,0,0,60,v New Zealand,Auckland,2/8/2020,3,0
V Kohli,INDIA,31,25,1,0,60,v New Zealand,Auckland,2/8/2020,15,0
SS Iyer,INDIA,101,57,7,1,91.22,v New Zealand,Auckland,2/8/2020,52,0
KL Rahul,INDIA,17,8,0,0,50,v New Zealand,Auckland,2/8/2020,4,0
KM Jadhav,INDIA,33,27,1,0,33.33,v New Zealand,Auckland,2/8/2020,9,0
RA Jadeja,INDIA,130,73,2,1,75.34,v New Zealand,Auckland,2/8/2020,55,0
SN Thakur,INDIA,20,15,3,0,120,v New Zealand,Auckland,2/8/2020,18,0
NA Saini,INDIA,58,49,5,2,91.83,v New Zealand,Auckland,2/8/2020,45,0
YS Chahal,INDIA,19,12,1,0,83.33,v New Zealand,Auckland,2/8/2020,10,0
JJ Bumrah,INDIA,3,1,0,0,0,v New Zealand,Auckland,2/8/2020,0,1
PP Shaw,INDIA,53,42,3,2,95.23,v New Zealand,Mount Maunganui,2/11/2020,40,0
MA Agarwal,INDIA,8,3,0,0,33.33,v New Zealand,Mount Maunganui,2/11/2020,1,0
V Kohli,INDIA,20,12,0,1,75,v New Zealand,Mount Maunganui,2/11/2020,9,0
SS Iyer,INDIA,102,63,9,0,98.41,v New Zealand,Mount Maunganui,2/11/2020,62,0
KL Rahul,INDIA,150,113,9,2,99.11,v New Zealand,Mount Maunganui,2/11/2020,112,0
MK Pandey,INDIA,75,48,2,0,87.5,v New Zealand,Mount Maunganui,2/11/2020,42,0
RA Jadeja,INDIA,12,7,1,0,114.28,v New Zealand,Mount Maunganui,2/11/2020,8,1
SN Thakur,INDIA,19,6,1,0,116.66,v New Zealand,Mount Maunganui,2/11/2020,7,0
NA Saini,INDIA,8,6,2,0,133.33,v New Zealand,Mount Maunganui,2/11/2020,8,1
