,Player_Name,Country,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
2032,MQ Sheikh ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,28 Aug 2009
2033,DF Watts ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,28 Aug 2009
2034,NFI McCallum ,SCOT,DNB,-,-,-,-,1,v Australia,Edinburgh,28 Aug 2009
2035,B Lee ,AUS,8.0,1,36,2,4.50,2,v Scotland,Edinburgh,28 Aug 2009
2036,MG Johnson ,AUS,7.0,1,28,1,4.00,2,v Scotland,Edinburgh,28 Aug 2009
2037,DP Nannes ,AUS,7.0,1,20,1,2.85,2,v Scotland,Edinburgh,28 Aug 2009
2038,SR Watson ,AUS,7.0,0,30,3,4.28,2,v Scotland,Edinburgh,28 Aug 2009
2039,NM Hauritz ,AUS,5.0,0,13,1,2.60,2,v Scotland,Edinburgh,28 Aug 2009
2040,DJ Hussey ,AUS,2.0,0,6,1,3.00,2,v Scotland,Edinburgh,28 Aug 2009
2041,AC Voges ,AUS,3.0,0,18,0,6.00,2,v Scotland,Edinburgh,28 Aug 2009
2042,CL White ,AUS,0.3,0,0,1,0.00,2,v Scotland,Edinburgh,28 Aug 2009
2043,MJ Clarke ,AUS,DNB,-,-,-,-,2,v Scotland,Edinburgh,28 Aug 2009
2044,TD Paine ,AUS,DNB,-,-,-,-,2,v Scotland,Edinburgh,28 Aug 2009
2045,DA Warner ,AUS,DNB,-,-,-,-,2,v Scotland,Edinburgh,28 Aug 2009
2046,Shapoor Zadran ,AFG,10.0,2,24,4,2.40,1,v Netherlands,Amstelveen,30 Aug 2009
2047,Hamid Hassan ,AFG,8.0,0,43,1,5.37,1,v Netherlands,Amstelveen,30 Aug 2009
2048,Mirwais Ashraf ,AFG,7.0,2,20,0,2.85,1,v Netherlands,Amstelveen,30 Aug 2009
2049,Mohammad Nabi ,AFG,9.0,0,24,0,2.66,1,v Netherlands,Amstelveen,30 Aug 2009
2050,Samiullah Shinwari ,AFG,10.0,0,56,2,5.60,1,v Netherlands,Amstelveen,30 Aug 2009
2051,Ahmed Shah ,AFG,1.0,0,12,0,12.00,1,v Netherlands,Amstelveen,30 Aug 2009
2052,Nawroz Mangal ,AFG,2.0,0,6,0,3.00,1,v Netherlands,Amstelveen,30 Aug 2009
2053,Mohammad Shahzad ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,30 Aug 2009
2054,Raees Ahmadzai ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,30 Aug 2009
2055,Asghar Afghan ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,30 Aug 2009
2056,Noor Ali Zadran ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,30 Aug 2009
2057,E Schiferli ,NL,10.0,1,36,3,3.60,2,v Afghanistan,Amstelveen,30 Aug 2009
2058,Mudassar Bukhari ,NL,10.0,3,29,2,2.90,2,v Afghanistan,Amstelveen,30 Aug 2009
2059,RN ten Doeschate ,NL,9.5,2,35,4,3.55,2,v Afghanistan,Amstelveen,30 Aug 2009
2060,PW Borren ,NL,10.0,1,27,1,2.70,2,v Afghanistan,Amstelveen,30 Aug 2009
2061,PM Seelaar ,NL,10.0,0,32,0,3.20,2,v Afghanistan,Amstelveen,30 Aug 2009
2062,AN Kervezee ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2063,ES Szwarczynski ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2064,TN de Grooth ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2065,B Zuiderent ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2066,DLS van Bunge ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2067,J Smits ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,30 Aug 2009
2068,Shapoor Zadran ,AFG,10.0,2,38,1,3.80,1,v Netherlands,Amstelveen,1 Sep 2009
2069,Hasti Gul ,AFG,10.0,0,25,1,2.50,1,v Netherlands,Amstelveen,1 Sep 2009
2070,Hamid Hassan ,AFG,10.0,0,63,2,6.30,1,v Netherlands,Amstelveen,1 Sep 2009
2071,Mohammad Nabi ,AFG,8.0,0,28,0,3.50,1,v Netherlands,Amstelveen,1 Sep 2009
2072,Samiullah Shinwari ,AFG,6.0,0,30,0,5.00,1,v Netherlands,Amstelveen,1 Sep 2009
2073,Nawroz Mangal ,AFG,6.0,0,35,3,5.83,1,v Netherlands,Amstelveen,1 Sep 2009
2074,Raees Ahmadzai ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,1 Sep 2009
2075,Noor Ali Zadran ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,1 Sep 2009
2076,Asghar Afghan ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,1 Sep 2009
2077,Shafiqullah ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,1 Sep 2009
2078,Mohammad Shahzad ,AFG,DNB,-,-,-,-,1,v Netherlands,Amstelveen,1 Sep 2009
2079,E Schiferli ,NL,6.4,1,31,0,4.65,2,v Afghanistan,Amstelveen,1 Sep 2009
2080,Mudassar Bukhari ,NL,8.0,1,40,2,5.00,2,v Afghanistan,Amstelveen,1 Sep 2009
2081,RN ten Doeschate ,NL,7.0,0,46,0,6.57,2,v Afghanistan,Amstelveen,1 Sep 2009
2082,PW Borren ,NL,8.0,0,34,0,4.25,2,v Afghanistan,Amstelveen,1 Sep 2009
2083,DLS van Bunge ,NL,9.0,0,44,1,4.88,2,v Afghanistan,Amstelveen,1 Sep 2009
2084,PM Seelaar ,NL,8.0,0,34,1,4.25,2,v Afghanistan,Amstelveen,1 Sep 2009
2085,ES Szwarczynski ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,1 Sep 2009
2086,TN de Grooth ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,1 Sep 2009
2087,B Zuiderent ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,1 Sep 2009
2088,J Smits ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,1 Sep 2009
2089,AN Kervezee ,NL,DNB,-,-,-,-,2,v Afghanistan,Amstelveen,1 Sep 2009
2090,JM Anderson ,ENG,7.0,0,35,0,5.00,1,v Australia,The Oval,4 Sep 2009
2091,SCJ Broad ,ENG,9.0,1,52,0,5.77,1,v Australia,The Oval,4 Sep 2009
2092,RJ Sidebottom ,ENG,7.0,0,48,1,6.85,1,v Australia,The Oval,4 Sep 2009
2093,LJ Wright ,ENG,1.0,0,9,0,9.00,1,v Australia,The Oval,4 Sep 2009
2094,AU Rashid ,ENG,10.0,0,37,0,3.70,1,v Australia,The Oval,4 Sep 2009
2095,PD Collingwood ,ENG,9.0,0,47,2,5.22,1,v Australia,The Oval,4 Sep 2009
2096,GP Swann ,ENG,7.0,0,29,0,4.14,1,v Australia,The Oval,4 Sep 2009
2097,MJ Prior ,ENG,DNB,-,-,-,-,1,v Australia,The Oval,4 Sep 2009
2098,AJ Strauss ,ENG,DNB,-,-,-,-,1,v Australia,The Oval,4 Sep 2009
2099,RS Bopara ,ENG,DNB,-,-,-,-,1,v Australia,The Oval,4 Sep 2009
2100,OA Shah ,ENG,DNB,-,-,-,-,1,v Australia,The Oval,4 Sep 2009
2101,B Lee ,AUS,9.0,0,65,1,7.22,2,v England,The Oval,4 Sep 2009
2102,NW Bracken ,AUS,10.0,0,48,0,4.80,2,v England,The Oval,4 Sep 2009
2103,MG Johnson ,AUS,7.0,0,24,3,3.42,2,v England,The Oval,4 Sep 2009
2104,JR Hopes ,AUS,5.0,1,14,0,2.80,2,v England,The Oval,4 Sep 2009
2105,NM Hauritz ,AUS,9.0,0,44,2,4.88,2,v England,The Oval,4 Sep 2009
2106,MJ Clarke ,AUS,4.0,0,18,0,4.50,2,v England,The Oval,4 Sep 2009
2107,SR Watson ,AUS,6.0,0,40,1,6.66,2,v England,The Oval,4 Sep 2009
2108,MEK Hussey ,AUS,DNB,-,-,-,-,2,v England,The Oval,4 Sep 2009
2109,CL White ,AUS,DNB,-,-,-,-,2,v England,The Oval,4 Sep 2009
2110,CJ Ferguson ,AUS,DNB,-,-,-,-,2,v England,The Oval,4 Sep 2009
2111,TD Paine ,AUS,DNB,-,-,-,-,2,v England,The Oval,4 Sep 2009
2112,JM Anderson ,ENG,9.0,0,57,1,6.33,1,v Australia,Lord's,6 Sep 2009
2113,RJ Sidebottom ,ENG,9.0,0,45,1,5.00,1,v Australia,Lord's,6 Sep 2009
2114,TT Bresnan ,ENG,7.0,0,25,1,3.57,1,v Australia,Lord's,6 Sep 2009
2115,LJ Wright ,ENG,10.0,0,52,2,5.20,1,v Australia,Lord's,6 Sep 2009
2116,PD Collingwood ,ENG,4.0,0,19,0,4.75,1,v Australia,Lord's,6 Sep 2009
2117,GP Swann ,ENG,8.0,0,31,2,3.87,1,v Australia,Lord's,6 Sep 2009
2118,RS Bopara ,ENG,3.0,0,12,1,4.00,1,v Australia,Lord's,6 Sep 2009
2119,MJ Prior ,ENG,DNB,-,-,-,-,1,v Australia,Lord's,6 Sep 2009
2120,EJG Morgan ,ENG,DNB,-,-,-,-,1,v Australia,Lord's,6 Sep 2009
2121,AJ Strauss ,ENG,DNB,-,-,-,-,1,v Australia,Lord's,6 Sep 2009
2122,OA Shah ,ENG,DNB,-,-,-,-,1,v Australia,Lord's,6 Sep 2009
2123,B Lee ,AUS,8.1,0,22,2,2.69,2,v England,Lord's,6 Sep 2009
2124,NW Bracken ,AUS,10.0,1,37,2,3.70,2,v England,Lord's,6 Sep 2009
2125,MG Johnson ,AUS,9.0,1,50,2,5.55,2,v England,Lord's,6 Sep 2009
2126,JR Hopes ,AUS,3.0,0,22,0,7.33,2,v England,Lord's,6 Sep 2009
2127,NM Hauritz ,AUS,9.0,0,46,1,5.11,2,v England,Lord's,6 Sep 2009
2128,SR Watson ,AUS,7.0,1,26,2,3.71,2,v England,Lord's,6 Sep 2009
2129,CL White ,AUS,DNB,-,-,-,-,2,v England,Lord's,6 Sep 2009
2130,CJ Ferguson ,AUS,DNB,-,-,-,-,2,v England,Lord's,6 Sep 2009
2131,MJ Clarke ,AUS,DNB,-,-,-,-,2,v England,Lord's,6 Sep 2009
2132,TD Paine ,AUS,DNB,-,-,-,-,2,v England,Lord's,6 Sep 2009
2133,MEK Hussey ,AUS,DNB,-,-,-,-,2,v England,Lord's,6 Sep 2009
2134,DR Tuffey ,NZ,9.0,0,35,1,3.88,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2135,SE Bond ,NZ,10.0,2,43,3,4.30,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2136,IG Butler ,NZ,10.0,1,55,2,5.50,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2137,JDP Oram ,NZ,6.0,0,22,0,3.66,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2138,DL Vettori ,NZ,8.0,0,31,1,3.87,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2139,NL McCullum ,NZ,7.0,1,27,0,3.85,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2140,MJ Guptill ,NZ,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2141,GD Elliott ,NZ,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2142,LRPL Taylor ,NZ,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2143,JD Ryder ,NZ,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2144,BB McCullum ,NZ,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),8 Sep 2009
2145,KMDN Kulasekara ,SL,6.0,1,18,2,3.00,2,v New Zealand,Colombo (RPS),8 Sep 2009
2146,T Thushara ,SL,6.0,1,5,1,0.83,2,v New Zealand,Colombo (RPS),8 Sep 2009
2147,BAW Mendis ,SL,7.0,1,14,0,2.00,2,v New Zealand,Colombo (RPS),8 Sep 2009
2148,SL Malinga ,SL,6.1,0,28,4,4.54,2,v New Zealand,Colombo (RPS),8 Sep 2009
2149,AD Mathews ,SL,5.0,0,19,0,3.80,2,v New Zealand,Colombo (RPS),8 Sep 2009
2150,ST Jayasuriya ,SL,6.0,0,28,2,4.66,2,v New Zealand,Colombo (RPS),8 Sep 2009
2151,KC Sangakkara ,SL,DNB,-,-,-,-,2,v New Zealand,Colombo (RPS),8 Sep 2009
2152,TM Dilshan ,SL,DNB,-,-,-,-,2,v New Zealand,Colombo (RPS),8 Sep 2009
2153,TT Samaraweera ,SL,DNB,-,-,-,-,2,v New Zealand,Colombo (RPS),8 Sep 2009
2154,SHT Kandamby ,SL,DNB,-,-,-,-,2,v New Zealand,Colombo (RPS),8 Sep 2009
2155,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v New Zealand,Colombo (RPS),8 Sep 2009
2156,B Lee ,AUS,9.0,1,58,1,6.44,1,v England,Southampton,9 Sep 2009
2157,NW Bracken ,AUS,10.0,0,36,1,3.60,1,v England,Southampton,9 Sep 2009
2158,MG Johnson ,AUS,10.0,1,39,2,3.90,1,v England,Southampton,9 Sep 2009
2159,JR Hopes ,AUS,7.0,0,34,1,4.85,1,v England,Southampton,9 Sep 2009
2160,NM Hauritz ,AUS,6.0,0,24,1,4.00,1,v England,Southampton,9 Sep 2009
2161,SR Watson ,AUS,8.0,0,36,3,4.50,1,v England,Southampton,9 Sep 2009
2162,CJ Ferguson ,AUS,DNB,-,-,-,-,1,v England,Southampton,9 Sep 2009
2163,MJ Clarke ,AUS,DNB,-,-,-,-,1,v England,Southampton,9 Sep 2009
2164,TD Paine ,AUS,DNB,-,-,-,-,1,v England,Southampton,9 Sep 2009
2165,MEK Hussey ,AUS,DNB,-,-,-,-,1,v England,Southampton,9 Sep 2009
2166,CL White ,AUS,DNB,-,-,-,-,1,v England,Southampton,9 Sep 2009
2167,JM Anderson ,ENG,9.3,1,52,1,5.47,2,v Australia,Southampton,9 Sep 2009
2168,RJ Sidebottom ,ENG,10.0,1,39,0,3.90,2,v Australia,Southampton,9 Sep 2009
2169,TT Bresnan ,ENG,10.0,1,46,0,4.60,2,v Australia,Southampton,9 Sep 2009
2170,PD Collingwood ,ENG,7.0,0,39,1,5.57,2,v Australia,Southampton,9 Sep 2009
2171,LJ Wright ,ENG,7.0,1,16,1,2.28,2,v Australia,Southampton,9 Sep 2009
2172,GP Swann ,ENG,5.0,0,35,1,7.00,2,v Australia,Southampton,9 Sep 2009
2173,EJG Morgan ,ENG,DNB,-,-,-,-,2,v Australia,Southampton,9 Sep 2009
2174,AJ Strauss ,ENG,DNB,-,-,-,-,2,v Australia,Southampton,9 Sep 2009
2175,OA Shah ,ENG,DNB,-,-,-,-,2,v Australia,Southampton,9 Sep 2009
2176,RS Bopara ,ENG,DNB,-,-,-,-,2,v Australia,Southampton,9 Sep 2009
2177,MJ Prior ,ENG,DNB,-,-,-,-,2,v Australia,Southampton,9 Sep 2009
2178,A Nehra ,INDIA,8.3,0,24,3,2.82,1,v New Zealand,Colombo (RPS),11 Sep 2009
2179,RP Singh ,INDIA,8.0,2,22,2,2.75,1,v New Zealand,Colombo (RPS),11 Sep 2009
2180,I Sharma ,INDIA,10.0,2,26,2,2.60,1,v New Zealand,Colombo (RPS),11 Sep 2009
2181,Yuvraj Singh ,INDIA,10.0,0,31,3,3.10,1,v New Zealand,Colombo (RPS),11 Sep 2009
2182,Harbhajan Singh ,INDIA,8.0,0,39,0,4.87,1,v New Zealand,Colombo (RPS),11 Sep 2009
2183,SK Raina ,INDIA,1.0,0,4,0,4.00,1,v New Zealand,Colombo (RPS),11 Sep 2009
2184,YK Pathan ,INDIA,1.0,0,5,0,5.00,1,v New Zealand,Colombo (RPS),11 Sep 2009
2185,KD Karthik ,INDIA,DNB,-,-,-,-,1,v New Zealand,Colombo (RPS),11 Sep 2009
2186,MS Dhoni ,INDIA,DNB,-,-,-,-,1,v New Zealand,Colombo (RPS),11 Sep 2009
2187,SR Tendulkar ,INDIA,DNB,-,-,-,-,1,v New Zealand,Colombo (RPS),11 Sep 2009
2188,R Dravid ,INDIA,DNB,-,-,-,-,1,v New Zealand,Colombo (RPS),11 Sep 2009
2189,KD Mills ,NZ,5.3,1,25,1,4.54,2,v India,Colombo (RPS),11 Sep 2009
2190,SE Bond ,NZ,10.0,3,30,0,3.00,2,v India,Colombo (RPS),11 Sep 2009
2191,IG Butler ,NZ,4.0,0,25,0,6.25,2,v India,Colombo (RPS),11 Sep 2009
2192,DL Vettori ,NZ,10.0,0,33,2,3.30,2,v India,Colombo (RPS),11 Sep 2009
2193,JDP Oram ,NZ,7.0,1,19,1,2.71,2,v India,Colombo (RPS),11 Sep 2009
2194,GD Elliott ,NZ,2.0,0,9,0,4.50,2,v India,Colombo (RPS),11 Sep 2009
2195,MJ Guptill ,NZ,2.0,0,12,0,6.00,2,v India,Colombo (RPS),11 Sep 2009
2196,JD Ryder ,NZ,DNB,-,-,-,-,2,v India,Colombo (RPS),11 Sep 2009
2197,NT Broom ,NZ,DNB,-,-,-,-,2,v India,Colombo (RPS),11 Sep 2009
2198,BB McCullum ,NZ,DNB,-,-,-,-,2,v India,Colombo (RPS),11 Sep 2009
2199,LRPL Taylor ,NZ,DNB,-,-,-,-,2,v India,Colombo (RPS),11 Sep 2009
2200,A Nehra ,INDIA,9.0,0,62,1,6.88,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2201,RP Singh ,INDIA,8.0,0,58,0,7.25,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2202,I Sharma ,INDIA,10.0,0,67,1,6.70,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2203,Harbhajan Singh ,INDIA,10.0,1,37,1,3.70,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2204,YK Pathan ,INDIA,7.0,0,45,1,6.42,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2205,Yuvraj Singh ,INDIA,3.0,0,20,0,6.66,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2206,SK Raina ,INDIA,3.0,0,14,1,4.66,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2207,KD Karthik ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2208,MS Dhoni ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2209,SR Tendulkar ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2210,R Dravid ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Colombo (RPS),12 Sep 2009
2211,KMDN Kulasekara ,SL,8.0,1,35,1,4.37,2,v India,Colombo (RPS),12 Sep 2009
2212,T Thushara ,SL,6.0,0,34,1,5.66,2,v India,Colombo (RPS),12 Sep 2009
2213,SL Malinga ,SL,8.0,0,33,1,4.12,2,v India,Colombo (RPS),12 Sep 2009
2214,TM Dilshan ,SL,2.0,0,17,0,8.50,2,v India,Colombo (RPS),12 Sep 2009
2215,AD Mathews ,SL,6.0,0,20,6,3.33,2,v India,Colombo (RPS),12 Sep 2009
2216,ST Jayasuriya ,SL,2.0,0,5,0,2.50,2,v India,Colombo (RPS),12 Sep 2009
2217,BAW Mendis ,SL,5.2,0,22,1,4.12,2,v India,Colombo (RPS),12 Sep 2009
2218,KC Sangakkara ,SL,DNB,-,-,-,-,2,v India,Colombo (RPS),12 Sep 2009
2219,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v India,Colombo (RPS),12 Sep 2009
2220,CK Kapugedera ,SL,DNB,-,-,-,-,2,v India,Colombo (RPS),12 Sep 2009
2221,SHT Kandamby ,SL,DNB,-,-,-,-,2,v India,Colombo (RPS),12 Sep 2009
2222,B Lee ,AUS,9.0,1,49,5,5.44,1,v England,Lord's,12 Sep 2009
2223,NW Bracken ,AUS,8.0,0,40,1,5.00,1,v England,Lord's,12 Sep 2009
2224,MG Johnson ,AUS,8.3,0,42,1,4.94,1,v England,Lord's,12 Sep 2009
2225,SR Watson ,AUS,8.0,0,46,1,5.75,1,v England,Lord's,12 Sep 2009
2226,NM Hauritz ,AUS,10.0,0,23,2,2.30,1,v England,Lord's,12 Sep 2009
2227,MJ Clarke ,AUS,3.0,0,18,0,6.00,1,v England,Lord's,12 Sep 2009
2228,CL White ,AUS,DNB,-,-,-,-,1,v England,Lord's,12 Sep 2009
2229,MEK Hussey ,AUS,DNB,-,-,-,-,1,v England,Lord's,12 Sep 2009
2230,CJ Ferguson ,AUS,DNB,-,-,-,-,1,v England,Lord's,12 Sep 2009
2231,RT Ponting ,AUS,DNB,-,-,-,-,1,v England,Lord's,12 Sep 2009
2232,TD Paine ,AUS,DNB,-,-,-,-,1,v England,Lord's,12 Sep 2009
2233,SCJ Broad ,ENG,9.0,0,43,0,4.77,2,v Australia,Lord's,12 Sep 2009
2234,RJ Sidebottom ,ENG,7.4,0,41,0,5.34,2,v Australia,Lord's,12 Sep 2009
2235,TT Bresnan ,ENG,8.0,1,41,2,5.12,2,v Australia,Lord's,12 Sep 2009
2236,AU Rashid ,ENG,10.0,0,56,1,5.60,2,v Australia,Lord's,12 Sep 2009
2237,OA Shah ,ENG,3.0,0,12,0,4.00,2,v Australia,Lord's,12 Sep 2009
2238,LJ Wright ,ENG,6.0,0,26,0,4.33,2,v Australia,Lord's,12 Sep 2009
2239,AJ Strauss ,ENG,DNB,-,-,-,-,2,v Australia,Lord's,12 Sep 2009
2240,RS Bopara ,ENG,DNB,-,-,-,-,2,v Australia,Lord's,12 Sep 2009
2241,MJ Prior ,ENG,DNB,-,-,-,-,2,v Australia,Lord's,12 Sep 2009
2242,JL Denly ,ENG,DNB,-,-,-,-,2,v Australia,Lord's,12 Sep 2009
2243,EJG Morgan ,ENG,DNB,-,-,-,-,2,v Australia,Lord's,12 Sep 2009
2244,KMDN Kulasekara ,SL,8.0,0,38,0,4.75,1,v India,Colombo (RPS),14 Sep 2009
2245,T Thushara ,SL,10.0,0,71,2,7.10,1,v India,Colombo (RPS),14 Sep 2009
2246,SL Malinga ,SL,10.0,0,81,1,8.10,1,v India,Colombo (RPS),14 Sep 2009
2247,BAW Mendis ,SL,10.0,0,70,1,7.00,1,v India,Colombo (RPS),14 Sep 2009
2248,ST Jayasuriya ,SL,9.0,0,43,1,4.77,1,v India,Colombo (RPS),14 Sep 2009
2249,AD Mathews ,SL,3.0,0,15,0,5.00,1,v India,Colombo (RPS),14 Sep 2009
2250,DPMD Jayawardene ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),14 Sep 2009
2251,TM Dilshan ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),14 Sep 2009
2252,CK Kapugedera ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),14 Sep 2009
2253,SHT Kandamby ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),14 Sep 2009
2254,KC Sangakkara ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),14 Sep 2009
2255,A Nehra ,INDIA,7.0,0,43,0,6.14,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2256,I Sharma ,INDIA,7.0,0,51,1,7.28,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2257,RP Singh ,INDIA,5.0,0,34,1,6.80,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2258,Harbhajan Singh ,INDIA,9.4,0,56,5,5.79,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2259,YK Pathan ,INDIA,4.0,0,36,1,9.00,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2260,Yuvraj Singh ,INDIA,6.0,0,24,1,4.00,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2261,SK Raina ,INDIA,8.0,0,26,1,3.25,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2262,MS Dhoni ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2263,SR Tendulkar ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2264,V Kohli ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2265,R Dravid ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),14 Sep 2009
2266,PM Siddle ,AUS,10.0,1,50,1,5.00,1,v England,Nottingham,15 Sep 2009
2267,NW Bracken ,AUS,8.0,1,43,1,5.37,1,v England,Nottingham,15 Sep 2009
2268,MG Johnson ,AUS,10.0,0,80,2,8.00,1,v England,Nottingham,15 Sep 2009
2269,SR Watson ,AUS,10.0,0,60,2,6.00,1,v England,Nottingham,15 Sep 2009
2270,NM Hauritz ,AUS,10.0,0,54,2,5.40,1,v England,Nottingham,15 Sep 2009
2271,MJ Clarke ,AUS,2.0,0,11,0,5.50,1,v England,Nottingham,15 Sep 2009
2272,CJ Ferguson ,AUS,DNB,-,-,-,-,1,v England,Nottingham,15 Sep 2009
2273,TD Paine ,AUS,DNB,-,-,-,-,1,v England,Nottingham,15 Sep 2009
2274,RT Ponting ,AUS,DNB,-,-,-,-,1,v England,Nottingham,15 Sep 2009
2275,CL White ,AUS,DNB,-,-,-,-,1,v England,Nottingham,15 Sep 2009
2276,MEK Hussey ,AUS,DNB,-,-,-,-,1,v England,Nottingham,15 Sep 2009
2277,SCJ Broad ,ENG,9.0,0,57,2,6.33,2,v Australia,Nottingham,15 Sep 2009
2278,RJ Sidebottom ,ENG,9.2,0,43,0,4.60,2,v Australia,Nottingham,15 Sep 2009
2279,TT Bresnan ,ENG,10.0,0,76,2,7.60,2,v Australia,Nottingham,15 Sep 2009
2280,AD Mascarenhas ,ENG,10.0,0,49,1,4.90,2,v Australia,Nottingham,15 Sep 2009
2281,AU Rashid ,ENG,7.0,0,55,1,7.85,2,v Australia,Nottingham,15 Sep 2009
2282,RS Bopara ,ENG,3.0,0,21,0,7.00,2,v Australia,Nottingham,15 Sep 2009
2283,AJ Strauss ,ENG,DNB,-,-,-,-,2,v Australia,Nottingham,15 Sep 2009
2284,JL Denly ,ENG,DNB,-,-,-,-,2,v Australia,Nottingham,15 Sep 2009
2285,MJ Prior ,ENG,DNB,-,-,-,-,2,v Australia,Nottingham,15 Sep 2009
2286,OA Shah ,ENG,DNB,-,-,-,-,2,v Australia,Nottingham,15 Sep 2009
2287,EJG Morgan ,ENG,DNB,-,-,-,-,2,v Australia,Nottingham,15 Sep 2009
2288,JM Anderson ,ENG,10.0,0,55,4,5.50,1,v Australia,Nottingham,17 Sep 2009
2289,RJ Sidebottom ,ENG,9.0,0,65,1,7.22,1,v Australia,Nottingham,17 Sep 2009
2290,AD Mascarenhas ,ENG,10.0,0,49,1,4.90,1,v Australia,Nottingham,17 Sep 2009
2291,TT Bresnan ,ENG,9.0,0,60,0,6.66,1,v Australia,Nottingham,17 Sep 2009
2292,GP Swann ,ENG,10.0,0,48,1,4.80,1,v Australia,Nottingham,17 Sep 2009
2293,RS Bopara ,ENG,2.0,0,11,0,5.50,1,v Australia,Nottingham,17 Sep 2009
2294,EJG Morgan ,ENG,DNB,-,-,-,-,1,v Australia,Nottingham,17 Sep 2009
2295,AJ Strauss ,ENG,DNB,-,-,-,-,1,v Australia,Nottingham,17 Sep 2009
2296,OA Shah ,ENG,DNB,-,-,-,-,1,v Australia,Nottingham,17 Sep 2009
2297,JL Denly ,ENG,DNB,-,-,-,-,1,v Australia,Nottingham,17 Sep 2009
2298,MJ Prior ,ENG,DNB,-,-,-,-,1,v Australia,Nottingham,17 Sep 2009
