Date,Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Runs_only,Not_Outs
2013-11-11,Ahmed Shehzad (PAK),2,15,13,0,0,15.38,2,v South Africa,Sharjah,2,0
2013-11-11,Sohaib Maqsood (PAK),53,120,65,7,0,81.53,2,v South Africa,Sharjah,53,0
2013-11-11,Umar Amin (PAK),5,14,13,1,0,38.46,2,v South Africa,Sharjah,5,0
2013-11-11,Misbah-ul-Haq (PAK),18,36,25,1,1,72,2,v South Africa,Sharjah,18,0
2013-11-11,Umar Akmal (PAK),30,42,38,2,0,78.94,2,v South Africa,Sharjah,30,0
2013-11-11,Shahid Afridi (PAK),9,14,10,1,0,90,2,v South Africa,Sharjah,9,0
2013-11-11,Sohail Tanvir (PAK),15,28,17,3,0,88.23,2,v South Africa,Sharjah,15,0
2013-11-11,Saeed Ajmal (PAK),1,3,6,0,0,16.66,2,v South Africa,Sharjah,1,0
2013-11-11,Mohammad Irfan (PAK),0,7,6,0,0,0,2,v South Africa,Sharjah,0,0
2013-11-11,Junaid Khan (PAK),1*,11,4,0,0,25,2,v South Africa,Sharjah,1*,1
2013-11-12,FDM Karunaratne (SL),4,9,8,0,0,50,1,v New Zealand,Hambantota,4,0
2013-11-12,TM Dilshan (SL),55*,99,72,9,0,76.38,1,v New Zealand,Hambantota,55*,1
2013-11-12,KC Sangakkara (SL),71*,89,59,9,0,120.33,1,v New Zealand,Hambantota,71*,1
2013-11-12,TWM Latham (NZ),86,105,68,12,1,126.47,2,v Sri Lanka,Hambantota,86,0
2013-11-12,AP Devcich (NZ),1,7,4,0,0,25,2,v Sri Lanka,Hambantota,1,0
2013-11-12,RJ Nicol (NZ),0,1,1,0,0,0,2,v Sri Lanka,Hambantota,0,0
2013-11-12,GD Elliott (NZ),7,25,14,1,0,50,2,v Sri Lanka,Hambantota,7,0
2013-11-12,C Munro (NZ),15,16,12,1,1,125,2,v Sri Lanka,Hambantota,15,0
2013-11-12,L Ronchi (NZ),49,49,26,7,1,188.46,2,v Sri Lanka,Hambantota,49,0
2013-11-12,JDS Neesham (NZ),5*,19,4,0,0,125,2,v Sri Lanka,Hambantota,5*,1
2013-11-12,NL McCullum (NZ),32*,16,9,3,3,355.55,2,v Sri Lanka,Hambantota,32*,1
2013-11-16,DPMD Jayawardene (SL),46,65,46,8,0,100,1,v New Zealand,Dambulla,46,0
2013-11-16,TM Dilshan (SL),53,84,50,8,0,106,1,v New Zealand,Dambulla,53,0
2013-11-16,KC Sangakkara (SL),0,1,2,0,0,0,1,v New Zealand,Dambulla,0,0
2013-11-16,HDRL Thirimanne (SL),23,47,29,4,0,79.31,1,v New Zealand,Dambulla,23,0
2013-11-16,AD Mathews (SL),0,2,1,0,0,0,1,v New Zealand,Dambulla,0,0
2013-11-16,LD Chandimal (SL),15,33,19,2,0,78.94,1,v New Zealand,Dambulla,15,0
2013-11-16,NLTC Perera (SL),8,20,14,0,0,57.14,1,v New Zealand,Dambulla,8,0
2013-11-16,KMDN Kulasekara (SL),14,29,17,1,0,82.35,1,v New Zealand,Dambulla,14,0
2013-11-16,SMSM Senanayake (SL),21*,24,14,1,1,150,1,v New Zealand,Dambulla,21*,1
2013-11-16,HMRKB Herath (SL),17*,9,7,4,0,242.85,1,v New Zealand,Dambulla,17*,1
2013-11-16,TWM Latham (NZ),9,24,19,2,0,47.36,2,v Sri Lanka,Dambulla,9,0
2013-11-16,AP Devcich (NZ),5,12,10,1,0,50,2,v Sri Lanka,Dambulla,5,0
2013-11-16,RJ Nicol (NZ),1,29,12,0,0,8.33,2,v Sri Lanka,Dambulla,1,0
2013-11-16,GD Elliott (NZ),3,7,11,0,0,27.27,2,v Sri Lanka,Dambulla,3,0
2013-11-16,C Munro (NZ),1,4,4,0,0,25,2,v Sri Lanka,Dambulla,1,0
2013-11-16,L Ronchi (NZ),23,26,29,3,0,79.31,2,v Sri Lanka,Dambulla,23,0
2013-11-16,JDS Neesham (NZ),42*,55,46,3,0,91.3,2,v Sri Lanka,Dambulla,42*,1
2013-11-16,NL McCullum (NZ),35*,33,19,4,1,184.21,2,v Sri Lanka,Dambulla,35*,1
2013-11-21,CH Gayle (WI),0,1,2,0,0,0,1,v India,Kochi,0,0
2013-11-21,J Charles (WI),42,49,34,7,1,123.52,1,v India,Kochi,42,0
2013-11-21,MN Samuels (WI),24,55,35,2,1,68.57,1,v India,Kochi,24,0
2013-11-21,DM Bravo (WI),59,95,77,4,2,76.62,1,v India,Kochi,59,0
2013-11-21,LMP Simmons (WI),29,45,40,1,1,72.5,1,v India,Kochi,29,0
2013-11-21,N Deonarine (WI),4,12,14,0,0,28.57,1,v India,Kochi,4,0
2013-11-21,DJ Bravo (WI),24,32,28,2,1,85.71,1,v India,Kochi,24,0
2013-11-21,DJG Sammy (WI),5,23,16,0,0,31.25,1,v India,Kochi,5,0
2013-11-21,JO Holder (WI),16*,38,27,2,0,59.25,1,v India,Kochi,16*,1
2013-11-21,SP Narine (WI),0,5,6,0,0,0,1,v India,Kochi,0,0
2013-11-21,R Rampaul (WI),1,11,14,0,0,7.14,1,v India,Kochi,1,0
2013-11-21,RG Sharma (INDIA),72,105,81,8,1,88.88,2,v West Indies,Kochi,72,0
2013-11-21,S Dhawan (INDIA),5,16,6,1,0,83.33,2,v West Indies,Kochi,5,0
2013-11-21,V Kohli (INDIA),86,120,84,9,2,102.38,2,v West Indies,Kochi,86,0
2013-11-21,Yuvraj Singh (INDIA),16*,53,29,2,0,55.17,2,v West Indies,Kochi,16*,1
2013-11-21,SK Raina (INDIA),0,6,5,0,0,0,2,v West Indies,Kochi,0,0
2013-11-21,MS Dhoni (INDIA),13*,14,7,3,0,185.71,2,v West Indies,Kochi,13*,1
2013-11-24,RG Sharma (INDIA),12,20,19,3,0,63.15,1,v West Indies,Visakhapatnam,12,0
2013-11-24,S Dhawan (INDIA),35,62,37,5,0,94.59,1,v West Indies,Visakhapatnam,35,0
2013-11-24,V Kohli (INDIA),99,159,100,9,0,99,1,v West Indies,Visakhapatnam,99,0
2013-11-24,Yuvraj Singh (INDIA),28,55,49,3,1,57.14,1,v West Indies,Visakhapatnam,28,0
2013-11-24,SK Raina (INDIA),23,49,24,2,0,95.83,1,v West Indies,Visakhapatnam,23,0
2013-11-24,MS Dhoni (INDIA),51*,61,40,3,4,127.5,1,v West Indies,Visakhapatnam,51*,1
2013-11-24,RA Jadeja (INDIA),10,27,20,0,0,50,1,v West Indies,Visakhapatnam,10,0
2013-11-24,R Ashwin (INDIA),19,18,10,2,1,190,1,v West Indies,Visakhapatnam,19,0
2013-11-24,B Kumar (INDIA),1*,2,1,0,0,100,1,v West Indies,Visakhapatnam,1*,1
2013-11-24,J Charles (WI),12,10,9,2,0,133.33,2,v India,Visakhapatnam,12,0
2013-11-24,KOA Powell (WI),59,116,70,7,1,84.28,2,v India,Visakhapatnam,59,0
2013-11-24,MN Samuels (WI),8,14,10,2,0,80,2,v India,Visakhapatnam,8,0
2013-11-24,DM Bravo (WI),50,71,54,8,0,92.59,2,v India,Visakhapatnam,50,0
2013-11-24,LMP Simmons (WI),62,116,74,5,1,83.78,2,v India,Visakhapatnam,62,0
2013-11-24,DJ Bravo (WI),18,33,26,2,0,69.23,2,v India,Visakhapatnam,18,0
2013-11-24,DJG Sammy (WI),63*,81,45,4,4,140,2,v India,Visakhapatnam,63*,1
2013-11-24,JO Holder (WI),7,7,5,1,0,140,2,v India,Visakhapatnam,7,0
2013-11-24,SP Narine (WI),0,3,3,0,0,0,2,v India,Visakhapatnam,0,0
2013-11-24,V Permaul (WI),0*,5,1,0,0,0,2,v India,Visakhapatnam,0*,1
2013-11-24,Nasir Jamshed (PAK),24,65,46,1,0,52.17,1,v South Africa,Cape Town,24,0
2013-11-24,Ahmed Shehzad (PAK),35,101,70,3,0,50,1,v South Africa,Cape Town,35,0
2013-11-24,Mohammad Hafeez (PAK),5,12,10,1,0,50,1,v South Africa,Cape Town,5,0
2013-11-24,Sohaib Maqsood (PAK),22,77,43,0,0,51.16,1,v South Africa,Cape Town,22,0
2013-11-24,Misbah-ul-Haq (PAK),13,24,19,1,0,68.42,1,v South Africa,Cape Town,13,0
2013-11-24,Umar Akmal (PAK),0,3,3,0,0,0,1,v South Africa,Cape Town,0,0
2013-11-24,Shahid Afridi (PAK),26,31,23,1,1,113.04,1,v South Africa,Cape Town,26,0
2013-11-24,Bilawal Bhatti (PAK),39,56,25,3,2,156,1,v South Africa,Cape Town,39,0
2013-11-24,Anwar Ali (PAK),43*,64,55,6,0,78.18,1,v South Africa,Cape Town,43*,1
2013-11-24,Saeed Ajmal (PAK),3,10,5,0,0,60,1,v South Africa,Cape Town,3,0
2013-11-24,Junaid Khan (PAK),0*,4,1,0,0,0,1,v South Africa,Cape Town,0*,1
2013-11-24,GC Smith (SA),12,22,16,2,0,75,2,v Pakistan,Cape Town,12,0
2013-11-24,HM Amla (SA),3,12,3,0,0,100,2,v Pakistan,Cape Town,3,0
2013-11-24,Q de Kock (SA),19,47,24,3,0,79.16,2,v Pakistan,Cape Town,19,0
2013-11-24,JH Kallis (SA),50,90,71,5,1,70.42,2,v Pakistan,Cape Town,50,0
2013-11-24,AB de Villiers (SA),10,25,15,1,0,66.66,2,v Pakistan,Cape Town,10,0
2013-11-24,JP Duminy (SA),49,109,70,4,0,70,2,v Pakistan,Cape Town,49,0
2013-11-24,DA Miller (SA),4,20,14,0,0,28.57,2,v Pakistan,Cape Town,4,0
2013-11-24,VD Philander (SA),14,35,26,2,0,53.84,2,v Pakistan,Cape Town,14,0
2013-11-24,DW Steyn (SA),15,44,32,1,1,46.87,2,v Pakistan,Cape Town,15,0
2013-11-24,M Morkel (SA),17,25,18,1,1,94.44,2,v Pakistan,Cape Town,17,0
2013-11-24,Imran Tahir (SA),0*,6,0,0,0,-,2,v Pakistan,Cape Town,0*,1
2013-11-27,J Charles (WI),11,21,20,2,0,55,1,v India,Kanpur,11,0
2013-11-27,KOA Powell (WI),70,121,81,9,0,86.41,1,v India,Kanpur,70,0
2013-11-27,MN Samuels (WI),71,122,93,7,1,76.34,1,v India,Kanpur,71,0
2013-11-27,DM Bravo (WI),51*,87,53,4,2,96.22,1,v India,Kanpur,51*,1
2013-11-27,LMP Simmons (WI),13,11,14,2,0,92.85,1,v India,Kanpur,13,0
2013-11-27,DJ Bravo (WI),4,13,11,0,0,36.36,1,v India,Kanpur,4,0
2013-11-27,DJG Sammy (WI),37*,38,29,1,2,127.58,1,v India,Kanpur,37*,1
2013-11-27,RG Sharma (INDIA),4,19,14,0,0,28.57,2,v West Indies,Kanpur,4,0
2013-11-27,S Dhawan (INDIA),119,164,95,20,0,125.26,2,v West Indies,Kanpur,119,0
2013-11-27,V Kohli (INDIA),19,19,18,3,0,105.55,2,v West Indies,Kanpur,19,0
2013-11-27,Yuvraj Singh (INDIA),55,91,74,7,0,74.32,2,v West Indies,Kanpur,55,0
2013-11-27,SK Raina (INDIA),34,55,43,3,0,79.06,2,v West Indies,Kanpur,34,0
2013-11-27,MS Dhoni (INDIA),23*,48,23,3,0,100,2,v West Indies,Kanpur,23*,1
2013-11-27,RA Jadeja (INDIA),2*,16,11,0,0,18.18,2,v West Indies,Kanpur,2*,1
2013-11-27,Nasir Jamshed (PAK),2,2,5,0,0,40,1,v South Africa,Port Elizabeth,2,0
2013-11-27,Ahmed Shehzad (PAK),102,148,112,8,2,91.07,1,v South Africa,Port Elizabeth,102,0
2013-11-27,Mohammad Hafeez (PAK),8,28,16,0,0,50,1,v South Africa,Port Elizabeth,8,0
2013-11-27,Sohaib Maqsood (PAK),42,86,59,3,0,71.18,1,v South Africa,Port Elizabeth,42,0
2013-11-27,Misbah-ul-Haq (PAK),12,22,15,1,0,80,1,v South Africa,Port Elizabeth,12,0
2013-11-27,Umar Akmal (PAK),42,57,30,4,2,140,1,v South Africa,Port Elizabeth,42,0
2013-11-27,Shahid Afridi (PAK),11,23,13,1,0,84.61,1,v South Africa,Port Elizabeth,11,0
2013-11-27,Bilawal Bhatti (PAK),21,15,14,4,0,150,1,v South Africa,Port Elizabeth,21,0
2013-11-27,Anwar Ali (PAK),7,9,4,1,0,175,1,v South Africa,Port Elizabeth,7,0
2013-11-27,Saeed Ajmal (PAK),0,5,1,0,0,0,1,v South Africa,Port Elizabeth,0,0
2013-11-27,Junaid Khan (PAK),1*,2,1,0,0,100,1,v South Africa,Port Elizabeth,1*,1
2013-11-27,HM Amla (SA),98,189,131,7,0,74.8,2,v Pakistan,Port Elizabeth,98,0
2013-11-27,GC Smith (SA),1,20,7,0,0,14.28,2,v Pakistan,Port Elizabeth,1,0
2013-11-27,Q de Kock (SA),47,72,52,3,1,90.38,2,v Pakistan,Port Elizabeth,47,0
2013-11-27,JH Kallis (SA),6,12,12,0,0,50,2,v Pakistan,Port Elizabeth,6,0
2013-11-27,AB de Villiers (SA),74,56,45,8,2,164.44,2,v Pakistan,Port Elizabeth,74,0
2013-11-27,JP Duminy (SA),15,29,18,1,0,83.33,2,v Pakistan,Port Elizabeth,15,0
2013-11-27,DA Miller (SA),2*,10,4,0,0,50,2,v Pakistan,Port Elizabeth,2*,1
2013-11-27,R McLaren (SA),0*,6,1,0,0,0,2,v Pakistan,Port Elizabeth,0*,1
2013-11-30,Umar Amin (PAK),25,48,35,4,1,71.42,1,v South Africa,Centurion,25,0
2013-11-30,Ahmed Shehzad (PAK),0,3,3,0,0,0,1,v South Africa,Centurion,0,0
2013-11-30,Asad Shafiq (PAK),1,10,5,0,0,20,1,v South Africa,Centurion,1,0
2013-11-30,Sohaib Maqsood (PAK),25,59,39,4,0,64.1,1,v South Africa,Centurion,25,0
2013-11-30,Misbah-ul-Haq (PAK),79*,158,107,4,2,73.83,1,v South Africa,Centurion,79*,1
2013-11-30,Umar Akmal (PAK),5,30,26,0,0,19.23,1,v South Africa,Centurion,5,0
2013-11-30,Bilawal Bhatti (PAK),1,12,9,0,0,11.11,1,v South Africa,Centurion,1,0
2013-11-30,Anwar Ali (PAK),1,4,2,0,0,50,1,v South Africa,Centurion,1,0
2013-11-30,Abdur Rehman (PAK),22,60,40,2,0,55,1,v South Africa,Centurion,22,0
2013-11-30,Sohail Tanvir (PAK),6,12,11,1,0,54.54,1,v South Africa,Centurion,6,0
2013-11-30,Saeed Ajmal (PAK),0,9,4,0,0,0,1,v South Africa,Centurion,0,0
2013-11-30,Q de Kock (SA),15,26,18,3,0,83.33,2,v Pakistan,Centurion,15,0
2013-11-30,HM Amla (SA),41,69,48,6,0,85.41,2,v Pakistan,Centurion,41,0
2013-11-30,H Davids (SA),7,21,18,0,0,38.88,2,v Pakistan,Centurion,7,0
2013-11-30,JP Duminy (SA),16,35,23,2,0,69.56,2,v Pakistan,Centurion,16,0
2013-11-30,AB de Villiers (SA),48*,95,63,3,0,76.19,2,v Pakistan,Centurion,48*,1
2013-11-30,DA Miller (SA),24,28,26,3,0,92.3,2,v Pakistan,Centurion,24,0
2013-11-30,R McLaren (SA),17,41,29,2,0,58.62,2,v Pakistan,Centurion,17,0
2013-11-30,WD Parnell (SA),7*,13,9,1,0,77.77,2,v Pakistan,Centurion,7*,1
2013-12-05,HM Amla (SA),65,117,88,5,1,73.86,1,v India,Johannesburg,65,0
2013-12-05,Q de Kock (SA),135,171,121,18,3,111.57,1,v India,Johannesburg,135,0
2013-12-05,JH Kallis (SA),10,16,14,2,0,71.42,1,v India,Johannesburg,10,0
2013-12-05,AB de Villiers (SA),77,71,47,6,4,163.82,1,v India,Johannesburg,77,0
2013-12-05,JP Duminy (SA),59*,37,29,2,5,203.44,1,v India,Johannesburg,59*,1
2013-12-05,DA Miller (SA),5*,3,2,1,0,250,1,v India,Johannesburg,5*,1
2013-12-05,RG Sharma (INDIA),18,69,43,2,0,41.86,2,v South Africa,Johannesburg,18,0
2013-12-05,S Dhawan (INDIA),12,19,13,3,0,92.3,2,v South Africa,Johannesburg,12,0
2013-12-05,V Kohli (INDIA),31,41,35,5,0,88.57,2,v South Africa,Johannesburg,31,0
2013-12-05,Yuvraj Singh (INDIA),0,2,2,0,0,0,2,v South Africa,Johannesburg,0,0
2013-12-05,SK Raina (INDIA),14,39,20,2,0,70,2,v South Africa,Johannesburg,14,0
2013-12-05,MS Dhoni (INDIA),65,125,71,8,1,91.54,2,v South Africa,Johannesburg,65,0
2013-12-05,RA Jadeja (INDIA),29,36,30,6,0,96.66,2,v South Africa,Johannesburg,29,0
2013-12-05,R Ashwin (INDIA),19,23,19,4,0,100,2,v South Africa,Johannesburg,19,0
2013-12-05,B Kumar (INDIA),0,8,4,0,0,0,2,v South Africa,Johannesburg,0,0
2013-12-05,MM Sharma (INDIA),0*,23,5,0,0,0,2,v South Africa,Johannesburg,0*,1
2013-12-05,Mohammed Shami (INDIA),0,3,4,0,0,0,2,v South Africa,Johannesburg,0,0
2013-12-08,Q de Kock (SA),106,125,118,9,0,89.83,1,v India,Durban,106,0
2013-12-08,HM Amla (SA),100,160,117,8,0,85.47,1,v India,Durban,100,0
2013-12-08,AB de Villiers (SA),3,5,4,0,0,75,1,v India,Durban,3,0
2013-12-08,JP Duminy (SA),26,45,29,2,0,89.65,1,v India,Durban,26,0
2013-12-08,DA Miller (SA),0,3,3,0,0,0,1,v India,Durban,0,0
2013-12-08,JH Kallis (SA),10,19,13,1,0,76.92,1,v India,Durban,10,0
2013-12-08,R McLaren (SA),12*,15,5,1,1,240,1,v India,Durban,12*,1
2013-12-08,VD Philander (SA),14*,9,5,3,0,280,1,v India,Durban,14*,1
2013-12-08,RG Sharma (INDIA),19,34,26,2,0,73.07,2,v South Africa,Durban,19,0
2013-12-08,S Dhawan (INDIA),0,9,2,0,0,0,2,v South Africa,Durban,0,0
2013-12-08,V Kohli (INDIA),0,7,5,0,0,0,2,v South Africa,Durban,0,0
2013-12-08,AM Rahane (INDIA),8,23,17,1,0,47.05,2,v South Africa,Durban,8,0
2013-12-08,SK Raina (INDIA),36,64,50,3,0,72,2,v South Africa,Durban,36,0
2013-12-08,MS Dhoni (INDIA),19,43,31,0,0,61.29,2,v South Africa,Durban,19,0
2013-12-08,RA Jadeja (INDIA),26,63,34,1,1,76.47,2,v South Africa,Durban,26,0
2013-12-08,R Ashwin (INDIA),15,35,26,1,0,57.69,2,v South Africa,Durban,15,0
2013-12-08,Mohammed Shami (INDIA),8,21,14,0,0,57.14,2,v South Africa,Durban,8,0
2013-12-08,UT Yadav (INDIA),1,6,5,0,0,20,2,v South Africa,Durban,1,0
2013-12-08,I Sharma (INDIA),0*,2,2,0,0,0,2,v South Africa,Durban,0*,1
2013-12-18,Sharjeel Khan (PAK),61,88,61,6,3,100,1,v Sri Lanka,Sharjah,61,0
2013-12-18,Ahmed Shehzad (PAK),11,27,22,1,0,50,1,v Sri Lanka,Sharjah,11,0
2013-12-18,Mohammad Hafeez (PAK),122,181,129,7,4,94.57,1,v Sri Lanka,Sharjah,122,0
2013-12-18,Sohaib Maqsood (PAK),73,85,68,2,4,107.35,1,v Sri Lanka,Sharjah,73,0
2013-12-18,Shahid Afridi (PAK),34,19,12,2,3,283.33,1,v Sri Lanka,Sharjah,34,0
2013-12-18,Umar Akmal (PAK),9*,13,7,1,0,128.57,1,v Sri Lanka,Sharjah,9*,1
2013-12-18,Bilawal Bhatti (PAK),1*,1,1,0,0,100,1,v Sri Lanka,Sharjah,1*,1
2013-12-18,MDKJ Perera (SL),64,91,68,5,1,94.11,2,v Pakistan,Sharjah,64,0
2013-12-18,TM Dilshan (SL),30,53,43,2,0,69.76,2,v Pakistan,Sharjah,30,0
2013-12-18,KC Sangakkara (SL),23,47,33,0,0,69.69,2,v Pakistan,Sharjah,23,0
2013-12-18,LD Chandimal (SL),46,77,50,2,3,92,2,v Pakistan,Sharjah,46,0
2013-12-18,HDRL Thirimanne (SL),10,15,16,1,0,62.5,2,v Pakistan,Sharjah,10,0
2013-12-18,AD Mathews (SL),31,57,32,2,1,96.87,2,v Pakistan,Sharjah,31,0
2013-12-18,NLTC Perera (SL),6,9,6,1,0,100,2,v Pakistan,Sharjah,6,0
2013-12-18,S Prasanna (SL),42,52,25,4,3,168,2,v Pakistan,Sharjah,42,0
2013-12-18,SMSM Senanayake (SL),42,40,24,7,1,175,2,v Pakistan,Sharjah,42,0
2013-12-18,SL Malinga (SL),0,4,0,0,0,-,2,v Pakistan,Sharjah,0,0
2013-12-18,RAS Lakmal (SL),1*,2,1,0,0,100,2,v Pakistan,Sharjah,1*,1
2013-12-20,Sharjeel Khan (PAK),7,11,6,1,0,116.66,1,v Sri Lanka,Dubai (DSC),7,0
2013-12-20,Ahmed Shehzad (PAK),124,189,140,8,0,88.57,1,v Sri Lanka,Dubai (DSC),124,0
2013-12-20,Mohammad Hafeez (PAK),32,80,52,3,0,61.53,1,v Sri Lanka,Dubai (DSC),32,0
2013-12-20,Sohaib Maqsood (PAK),18,23,26,0,1,69.23,1,v Sri Lanka,Dubai (DSC),18,0
2013-12-20,Misbah-ul-Haq (PAK),59*,94,62,2,1,95.16,1,v Sri Lanka,Dubai (DSC),59*,1
2013-12-20,Shahid Afridi (PAK),30*,22,15,1,2,200,1,v Sri Lanka,Dubai (DSC),30*,1
2013-12-20,MDKJ Perera (SL),16,36,24,2,0,66.66,2,v Pakistan,Dubai (DSC),16,0
2013-12-20,TM Dilshan (SL),40,65,48,6,0,83.33,2,v Pakistan,Dubai (DSC),40,0
2013-12-20,KC Sangakkara (SL),58,109,67,4,1,86.56,2,v Pakistan,Dubai (DSC),58,0
2013-12-20,LD Chandimal (SL),44,88,57,0,1,77.19,2,v Pakistan,Dubai (DSC),44,0
2013-12-20,NLTC Perera (SL),5,19,14,0,0,35.71,2,v Pakistan,Dubai (DSC),5,0
2013-12-20,AD Mathews (SL),47,82,44,2,0,106.81,2,v Pakistan,Dubai (DSC),47,0
2013-12-20,KMDN Kulasekara (SL),32,33,26,3,2,123.07,2,v Pakistan,Dubai (DSC),32,0
2013-12-20,S Prasanna (SL),6,5,5,1,0,120,2,v Pakistan,Dubai (DSC),6,0
2013-12-20,FDM Karunaratne (SL),16*,35,12,1,0,133.33,2,v Pakistan,Dubai (DSC),16*,1
2013-12-20,SMSM Senanayake (SL),6*,2,3,1,0,200,2,v Pakistan,Dubai (DSC),6*,1
2013-12-22,Sharjeel Khan (PAK),2,12,12,0,0,16.66,1,v Sri Lanka,Sharjah,2,0
2013-12-22,Ahmed Shehzad (PAK),81,122,89,6,2,91.01,1,v Sri Lanka,Sharjah,81,0
2013-12-22,Mohammad Hafeez (PAK),140*,203,136,11,3,102.94,1,v Sri Lanka,Sharjah,140*,1
2013-12-22,Sohaib Maqsood (PAK),21,29,21,1,2,100,1,v Sri Lanka,Sharjah,21,0
2013-12-22,Misbah-ul-Haq (PAK),40,39,26,3,2,153.84,1,v Sri Lanka,Sharjah,40,0
2013-12-22,Shahid Afridi (PAK),2,5,4,0,0,50,1,v Sri Lanka,Sharjah,2,0
2013-12-22,Umar Akmal (PAK),23*,14,12,1,2,191.66,1,v Sri Lanka,Sharjah,23*,1
2013-12-22,MDKJ Perera (SL),7,15,13,0,0,53.84,2,v Pakistan,Sharjah,7,0
2013-12-22,TM Dilshan (SL),59,94,62,10,0,95.16,2,v Pakistan,Sharjah,59,0
2013-12-22,FDM Karunaratne (SL),0,2,4,0,0,0,2,v Pakistan,Sharjah,0,0
2013-12-22,KC Sangakkara (SL),14,25,14,2,1,100,2,v Pakistan,Sharjah,14,0
2013-12-22,LD Chandimal (SL),36,72,53,3,0,67.92,2,v Pakistan,Sharjah,36,0
2013-12-22,AD Mathews (SL),44,68,51,1,3,86.27,2,v Pakistan,Sharjah,44,0
2013-12-22,KMDN Kulasekara (SL),1,7,11,0,0,9.09,2,v Pakistan,Sharjah,1,0
2013-12-22,S Prasanna (SL),22,9,15,2,2,146.66,2,v Pakistan,Sharjah,22,0
2013-12-22,NLTC Perera (SL),2,12,6,0,0,33.33,2,v Pakistan,Sharjah,2,0
2013-12-22,SMSM Senanayake (SL),4*,30,12,0,0,33.33,2,v Pakistan,Sharjah,4*,1
2013-12-22,SL Malinga (SL),19,20,27,4,0,70.37,2,v Pakistan,Sharjah,19,0
2013-12-25,MDKJ Perera (SL),8,8,8,1,0,100,1,v Pakistan,Abu Dhabi,8,0
2013-12-25,TM Dilshan (SL),8,18,7,1,0,114.28,1,v Pakistan,Abu Dhabi,8,0
2013-12-25,KC Sangakkara (SL),51,109,78,3,0,65.38,1,v Pakistan,Abu Dhabi,51,0
2013-12-25,LD Chandimal (SL),5,17,12,1,0,41.66,1,v Pakistan,Abu Dhabi,5,0
2013-12-25,SMA Priyanjan (SL),74,112,93,10,0,79.56,1,v Pakistan,Abu Dhabi,74,0
2013-12-25,AD Mathews (SL),38,64,46,2,1,82.6,1,v Pakistan,Abu Dhabi,38,0
2013-12-25,KMDN Kulasekara (SL),1,6,7,0,0,14.28,1,v Pakistan,Abu Dhabi,1,0
2013-12-25,KDK Vithanage (SL),27,44,26,4,0,103.84,1,v Pakistan,Abu Dhabi,27,0
2013-12-25,SMSM Senanayake (SL),0,1,1,0,0,0,1,v Pakistan,Abu Dhabi,0,0
2013-12-25,RAS Lakmal (SL),2*,18,11,0,0,18.18,1,v Pakistan,Abu Dhabi,2*,1
2013-12-25,SL Malinga (SL),0,4,5,0,0,0,1,v Pakistan,Abu Dhabi,0,0
2013-12-25,Sharjeel Khan (PAK),13,23,16,2,0,81.25,2,v Sri Lanka,Abu Dhabi,13,0
2013-12-25,Ahmed Shehzad (PAK),44,90,56,5,0,78.57,2,v Sri Lanka,Abu Dhabi,44,0
2013-12-25,Mohammad Hafeez (PAK),113*,150,119,12,2,94.95,2,v Sri Lanka,Abu Dhabi,113*,1
2013-12-25,Sohaib Maqsood (PAK),46*,85,56,4,1,82.14,2,v Sri Lanka,Abu Dhabi,46*,1
2013-12-26,MJ Guptill (NZ),2,16,17,0,0,11.76,1,v West Indies,Auckland,2,0
2013-12-26,JD Ryder (NZ),0,7,5,0,0,0,1,v West Indies,Auckland,0,0
2013-12-26,KS Williamson (NZ),8,44,22,0,0,36.36,1,v West Indies,Auckland,8,0
2013-12-26,LRPL Taylor (NZ),3,13,10,0,0,30,1,v West Indies,Auckland,3,0
2013-12-26,BB McCullum (NZ),51,110,57,5,1,89.47,1,v West Indies,Auckland,51,0
2013-12-26,CJ Anderson (NZ),13,29,21,2,0,61.9,1,v West Indies,Auckland,13,0
2013-12-26,L Ronchi (NZ),7,8,7,1,0,100,1,v West Indies,Auckland,7,0
2013-12-26,JDS Neesham (NZ),10,30,28,1,0,35.71,1,v West Indies,Auckland,10,0
2013-12-26,NL McCullum (NZ),47,75,64,2,3,73.43,1,v West Indies,Auckland,47,0
2013-12-26,KD Mills (NZ),3,13,7,0,0,42.85,1,v West Indies,Auckland,3,0
2013-12-26,MJ McClenaghan (NZ),3*,42,15,0,0,20,1,v West Indies,Auckland,3*,1
2013-12-26,J Charles (WI),9,26,17,0,1,52.94,2,v New Zealand,Auckland,9,0
2013-12-26,KOA Powell (WI),4,8,5,1,0,80,2,v New Zealand,Auckland,4,0
2013-12-26,DM Bravo (WI),14,27,18,3,0,77.77,2,v New Zealand,Auckland,14,0
2013-12-26,LMP Simmons (WI),34,72,43,4,1,79.06,2,v New Zealand,Auckland,34,0
2013-12-26,DJ Bravo (WI),12,19,14,1,1,85.71,2,v New Zealand,Auckland,12,0
2013-12-26,N Deonarine (WI),6,50,20,0,0,30,2,v New Zealand,Auckland,6,0
2013-12-26,D Ramdin (WI),2,24,13,0,0,15.38,2,v New Zealand,Auckland,2,0
2013-12-26,DJG Sammy (WI),43*,40,27,5,3,159.25,2,v New Zealand,Auckland,43*,1
2013-12-26,JO Holder (WI),10,20,9,1,0,111.11,2,v New Zealand,Auckland,10,0
