,Player_Name,Country,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
13446,F du Plessis ,SA,16,43,33,1,0,48.48,1,v Sri Lanka,Pallekele,26 Jul 2013
13447,F Behardien ,SA,2,10,4,0,0,50.00,1,v Sri Lanka,Pallekele,26 Jul 2013
13448,DA Miller ,SA,85*,91,72,4,5,118.05,1,v Sri Lanka,Pallekele,26 Jul 2013
13449,RJ Peterson ,SA,3,9,10,0,0,30.00,1,v Sri Lanka,Pallekele,26 Jul 2013
13450,R McLaren ,SA,14*,36,20,0,0,70.00,1,v Sri Lanka,Pallekele,26 Jul 2013
13451,LL Tsotsobe ,SA,DNB,-,-,-,-,-,1,v Sri Lanka,Pallekele,26 Jul 2013
13452,M Morkel ,SA,DNB,-,-,-,-,-,1,v Sri Lanka,Pallekele,26 Jul 2013
13453,WU Tharanga ,SL,5,32,23,1,0,21.73,2,v South Africa,Pallekele,26 Jul 2013
13454,TM Dilshan ,SL,6,13,8,1,0,75.00,2,v South Africa,Pallekele,26 Jul 2013
13455,KC Sangakkara ,SL,0,3,3,0,0,0.00,2,v South Africa,Pallekele,26 Jul 2013
13456,DPMD Jayawardene ,SL,24,88,51,0,0,47.05,2,v South Africa,Pallekele,26 Jul 2013
13457,LD Chandimal ,SL,29,82,65,4,0,44.61,2,v South Africa,Pallekele,26 Jul 2013
13458,AD Mathews ,SL,14,29,20,1,0,70.00,2,v South Africa,Pallekele,26 Jul 2013
13459,AK Perera ,SL,1,5,5,0,0,20.00,2,v South Africa,Pallekele,26 Jul 2013
13460,NLTC Perera ,SL,65,59,49,5,5,132.65,2,v South Africa,Pallekele,26 Jul 2013
13461,HMRKB Herath ,SL,12*,52,33,1,0,36.36,2,v South Africa,Pallekele,26 Jul 2013
13462,SL Malinga ,SL,0,4,1,0,0,0.00,2,v South Africa,Pallekele,26 Jul 2013
13463,BAW Mendis ,SL,0,2,2,0,0,0.00,2,v South Africa,Pallekele,26 Jul 2013
13464,V Sibanda ,ZIM,0,3,3,0,0,0.00,1,v India,Harare,28 Jul 2013
13465,Sikandar Raza ,ZIM,1,7,3,0,0,33.33,1,v India,Harare,28 Jul 2013
13466,H Masakadza ,ZIM,38,82,53,5,0,71.69,1,v India,Harare,28 Jul 2013
13467,BRM Taylor ,ZIM,23,57,44,3,0,52.27,1,v India,Harare,28 Jul 2013
13468,SC Williams ,ZIM,45,79,53,2,1,84.90,1,v India,Harare,28 Jul 2013
13469,MN Waller ,ZIM,0,1,1,0,0,0.00,1,v India,Harare,28 Jul 2013
13470,E Chigumbura ,ZIM,3,10,8,0,0,37.50,1,v India,Harare,28 Jul 2013
13471,P Utseya ,ZIM,10,36,38,1,0,26.31,1,v India,Harare,28 Jul 2013
13472,TL Chatara ,ZIM,23,57,42,2,1,54.76,1,v India,Harare,28 Jul 2013
13473,BV Vitori ,ZIM,17,29,26,2,1,65.38,1,v India,Harare,28 Jul 2013
13474,MT Chinouya ,ZIM,6*,5,7,1,0,85.71,1,v India,Harare,28 Jul 2013
13475,RG Sharma ,INDIA,14,27,21,2,0,66.66,2,v Zimbabwe,Harare,28 Jul 2013
13476,S Dhawan ,INDIA,35,62,32,5,0,109.37,2,v Zimbabwe,Harare,28 Jul 2013
13477,V Kohli ,INDIA,68*,128,88,5,1,77.27,2,v Zimbabwe,Harare,28 Jul 2013
13478,AT Rayudu ,INDIA,33,62,54,2,0,61.11,2,v Zimbabwe,Harare,28 Jul 2013
13479,SK Raina ,INDIA,28*,30,18,3,0,155.55,2,v Zimbabwe,Harare,28 Jul 2013
13480,KD Karthik ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13481,RA Jadeja ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13482,A Mishra ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13483,Mohammed Shami ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13484,R Vinay Kumar ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13485,JD Unadkat ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Harare,28 Jul 2013
13486,HM Amla ,SA,77,88,71,9,0,108.45,1,v Sri Lanka,Pallekele,28 Jul 2013
13487,Q de Kock ,SA,8,13,9,2,0,88.88,1,v Sri Lanka,Pallekele,28 Jul 2013
13488,JP Duminy ,SA,97,194,121,7,2,80.16,1,v Sri Lanka,Pallekele,28 Jul 2013
13489,AB de Villiers ,SA,4,7,8,0,0,50.00,1,v Sri Lanka,Pallekele,28 Jul 2013
13490,F du Plessis ,SA,23,49,44,1,0,52.27,1,v Sri Lanka,Pallekele,28 Jul 2013
13491,DA Miller ,SA,1,3,3,0,0,33.33,1,v Sri Lanka,Pallekele,28 Jul 2013
13492,F Behardien ,SA,0,2,2,0,0,0.00,1,v Sri Lanka,Pallekele,28 Jul 2013
13493,RJ Peterson ,SA,13,16,15,0,0,86.66,1,v Sri Lanka,Pallekele,28 Jul 2013
13494,RK Kleinveldt ,SA,8,12,10,0,1,80.00,1,v Sri Lanka,Pallekele,28 Jul 2013
13495,M Morkel ,SA,0,4,2,0,0,0.00,1,v Sri Lanka,Pallekele,28 Jul 2013
13496,LL Tsotsobe ,SA,3*,19,7,0,0,42.85,1,v Sri Lanka,Pallekele,28 Jul 2013
13497,TM Dilshan ,SL,115*,192,130,16,0,88.46,2,v South Africa,Pallekele,28 Jul 2013
13498,DPMD Jayawardene ,SL,12,46,26,2,0,46.15,2,v South Africa,Pallekele,28 Jul 2013
13499,KC Sangakkara ,SL,91,134,101,8,2,90.09,2,v South Africa,Pallekele,28 Jul 2013
13500,HDRL Thirimanne ,SL,1*,9,8,0,0,12.50,2,v South Africa,Pallekele,28 Jul 2013
13501,AD Mathews ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13502,WU Tharanga ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13503,HMRKB Herath ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13504,LD Chandimal ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13505,NLTC Perera ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13506,SL Malinga ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13507,BAW Mendis ,SL,DNB,-,-,-,-,-,2,v South Africa,Pallekele,28 Jul 2013
13508,TM Dilshan ,SL,99,173,110,13,0,90.00,1,v South Africa,Colombo (RPS),31 Jul 2013
13509,MDKJ Perera ,SL,9,19,16,2,0,56.25,1,v South Africa,Colombo (RPS),31 Jul 2013
13510,HDRL Thirimanne ,SL,68,126,93,6,1,73.11,1,v South Africa,Colombo (RPS),31 Jul 2013
13511,KC Sangakkara ,SL,75*,76,45,12,0,166.66,1,v South Africa,Colombo (RPS),31 Jul 2013
13512,AD Mathews ,SL,23,29,22,1,1,104.54,1,v South Africa,Colombo (RPS),31 Jul 2013
13513,NLTC Perera ,SL,17*,22,14,2,0,121.42,1,v South Africa,Colombo (RPS),31 Jul 2013
13514,LD Chandimal ,SL,DNB,-,-,-,-,-,1,v South Africa,Colombo (RPS),31 Jul 2013
13515,BAW Mendis ,SL,DNB,-,-,-,-,-,1,v South Africa,Colombo (RPS),31 Jul 2013
13516,AK Perera ,SL,DNB,-,-,-,-,-,1,v South Africa,Colombo (RPS),31 Jul 2013
13517,SMSM Senanayake ,SL,DNB,-,-,-,-,-,1,v South Africa,Colombo (RPS),31 Jul 2013
13518,RAS Lakmal ,SL,DNB,-,-,-,-,-,1,v South Africa,Colombo (RPS),31 Jul 2013
13519,Q de Kock ,SA,27,23,21,5,0,128.57,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13520,HM Amla ,SA,18,40,28,2,0,64.28,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13521,JP Duminy ,SA,15,21,14,3,0,107.14,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13522,F du Plessis ,SA,6,12,13,0,0,46.15,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13523,AB de Villiers ,SA,51,85,51,5,1,100.00,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13524,F Behardien ,SA,1,25,22,0,0,4.54,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13525,DA Miller ,SA,0,2,2,0,0,0.00,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13526,R McLaren ,SA,29,84,73,2,0,39.72,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13527,M Morkel ,SA,0,5,4,0,0,0.00,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13528,AM Phangiso ,SA,18*,35,28,3,0,64.28,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13529,LL Tsotsobe ,SA,1,6,7,0,0,14.28,2,v Sri Lanka,Colombo (RPS),31 Jul 2013
13530,V Sibanda ,ZIM,24,75,45,3,0,53.33,1,v India,Bulawayo,1 Aug 2013
13531,Sikandar Raza ,ZIM,7,30,17,1,0,41.17,1,v India,Bulawayo,1 Aug 2013
13532,H Masakadza ,ZIM,10,20,15,0,1,66.66,1,v India,Bulawayo,1 Aug 2013
13533,BRM Taylor ,ZIM,0,13,9,0,0,0.00,1,v India,Bulawayo,1 Aug 2013
13534,SC Williams ,ZIM,0,5,2,0,0,0.00,1,v India,Bulawayo,1 Aug 2013
13535,MN Waller ,ZIM,35,87,77,3,1,45.45,1,v India,Bulawayo,1 Aug 2013
13536,E Chigumbura ,ZIM,50*,111,66,4,0,75.75,1,v India,Bulawayo,1 Aug 2013
13537,P Utseya ,ZIM,1,10,12,0,0,8.33,1,v India,Bulawayo,1 Aug 2013
13538,TL Chatara ,ZIM,1,6,6,0,0,16.66,1,v India,Bulawayo,1 Aug 2013
13539,BV Vitori ,ZIM,8,7,6,0,1,133.33,1,v India,Bulawayo,1 Aug 2013
13540,MT Chinouya ,ZIM,0,1,1,0,0,0.00,1,v India,Bulawayo,1 Aug 2013
13541,CA Pujara ,INDIA,13,38,24,2,0,54.16,2,v Zimbabwe,Bulawayo,1 Aug 2013
13542,RG Sharma ,INDIA,64*,123,90,5,1,71.11,2,v Zimbabwe,Bulawayo,1 Aug 2013
13543,SK Raina ,INDIA,65*,84,71,6,0,91.54,2,v Zimbabwe,Bulawayo,1 Aug 2013
13544,MM Sharma ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13545,AT Rayudu ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13546,JD Unadkat ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13547,RA Jadeja ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13548,A Mishra ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13549,Mohammed Shami ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13550,KD Karthik ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13551,V Kohli ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,1 Aug 2013
13552,V Sibanda ,ZIM,5,17,14,1,0,35.71,1,v India,Bulawayo,3 Aug 2013
13553,H Masakadza ,ZIM,32,75,46,4,0,69.56,1,v India,Bulawayo,3 Aug 2013
13554,BRM Taylor ,ZIM,0,23,11,0,0,0.00,1,v India,Bulawayo,3 Aug 2013
13555,T Maruma ,ZIM,4,16,12,0,0,33.33,1,v India,Bulawayo,3 Aug 2013
13556,SC Williams ,ZIM,51,104,65,6,0,78.46,1,v India,Bulawayo,3 Aug 2013
13557,MN Waller ,ZIM,8,26,18,0,0,44.44,1,v India,Bulawayo,3 Aug 2013
13558,E Chigumbura ,ZIM,17,45,37,3,0,45.94,1,v India,Bulawayo,3 Aug 2013
13559,CT Mutombodzi ,ZIM,4,3,5,0,0,80.00,1,v India,Bulawayo,3 Aug 2013
13560,N M'shangwe ,ZIM,16,12,14,0,2,114.28,1,v India,Bulawayo,3 Aug 2013
13561,KM Jarvis ,ZIM,12*,17,12,2,0,100.00,1,v India,Bulawayo,3 Aug 2013
13562,BV Vitori ,ZIM,4,9,8,0,0,50.00,1,v India,Bulawayo,3 Aug 2013
13563,CA Pujara ,INDIA,0,2,4,0,0,0.00,2,v Zimbabwe,Bulawayo,3 Aug 2013
13564,S Dhawan ,INDIA,41,48,38,6,1,107.89,2,v Zimbabwe,Bulawayo,3 Aug 2013
13565,AM Rahane ,INDIA,50,106,66,4,1,75.75,2,v Zimbabwe,Bulawayo,3 Aug 2013
13566,RA Jadeja ,INDIA,48*,85,77,4,2,62.33,2,v Zimbabwe,Bulawayo,3 Aug 2013
13567,KD Karthik ,INDIA,10*,26,19,1,0,52.63,2,v Zimbabwe,Bulawayo,3 Aug 2013
13568,JD Unadkat ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13569,V Kohli ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13570,SK Raina ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13571,Mohammed Shami ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13572,MM Sharma ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13573,A Mishra ,INDIA,DNB,-,-,-,-,-,2,v Zimbabwe,Bulawayo,3 Aug 2013
13574,Nasir Jamshed ,PAK,27,83,53,2,0,50.94,1,v Zimbabwe,Harare,27 Aug 2013
13575,Ahmed Shehzad ,PAK,24,61,47,2,0,51.06,1,v Zimbabwe,Harare,27 Aug 2013
13576,Mohammad Hafeez ,PAK,70,91,71,6,3,98.59,1,v Zimbabwe,Harare,27 Aug 2013
13577,Misbah-ul-Haq ,PAK,83*,131,85,3,2,97.64,1,v Zimbabwe,Harare,27 Aug 2013
13578,Umar Amin ,PAK,1,5,1,0,0,100.00,1,v Zimbabwe,Harare,27 Aug 2013
13579,Shahid Afridi ,PAK,11,13,15,2,0,73.33,1,v Zimbabwe,Harare,27 Aug 2013
13580,Haris Sohail ,PAK,2,8,7,0,0,28.57,1,v Zimbabwe,Harare,27 Aug 2013
13581,Sarfaraz Ahmed ,PAK,7,22,18,0,0,38.88,1,v Zimbabwe,Harare,27 Aug 2013
13582,Saeed Ajmal ,PAK,3*,9,3,0,0,100.00,1,v Zimbabwe,Harare,27 Aug 2013
13583,Junaid Khan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,27 Aug 2013
13584,Mohammad Irfan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,27 Aug 2013
13585,H Masakadza ,ZIM,85,138,104,9,1,81.73,2,v Pakistan,Harare,27 Aug 2013
13586,V Sibanda ,ZIM,54,87,82,6,0,65.85,2,v Pakistan,Harare,27 Aug 2013
13587,BRM Taylor ,ZIM,43*,101,59,4,0,72.88,2,v Pakistan,Harare,27 Aug 2013
13588,T Maruma ,ZIM,18,26,22,1,1,81.81,2,v Pakistan,Harare,27 Aug 2013
13589,SC Williams ,ZIM,39*,23,23,4,1,169.56,2,v Pakistan,Harare,27 Aug 2013
13590,MN Waller ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13591,TL Chatara ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13592,BV Vitori ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13593,T Panyangara ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13594,P Utseya ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13595,E Chigumbura ,ZIM,DNB,-,-,-,-,-,2,v Pakistan,Harare,27 Aug 2013
13596,SJ Myburgh ,NL,4,-,8,0,0,50.00,1,v Canada,King City (NW),27 Aug 2013
13597,MR Swart ,NL,20,-,23,2,1,86.95,1,v Canada,King City (NW),27 Aug 2013
13598,ES Szwarczynski ,NL,0,-,6,0,0,0.00,1,v Canada,King City (NW),27 Aug 2013
13599,W Barresi ,NL,1,-,7,0,0,14.28,1,v Canada,King City (NW),27 Aug 2013
13600,DLS van Bunge ,NL,10,-,15,1,0,66.66,1,v Canada,King City (NW),27 Aug 2013
13601,BN Cooper ,NL,74,-,59,8,2,125.42,1,v Canada,King City (NW),27 Aug 2013
13602,PW Borren ,NL,2,-,8,0,0,25.00,1,v Canada,King City (NW),27 Aug 2013
13603,Mudassar Bukhari ,NL,18,-,31,0,0,58.06,1,v Canada,King City (NW),27 Aug 2013
13604,T van der Gugten ,NL,2,-,2,0,0,100.00,1,v Canada,King City (NW),27 Aug 2013
13605,E Schiferli ,NL,3,-,6,0,0,50.00,1,v Canada,King City (NW),27 Aug 2013
13606,Ahsan Malik ,NL,1*,-,2,0,0,50.00,1,v Canada,King City (NW),27 Aug 2013
13607,H Patel ,CAN,34*,-,35,3,1,97.14,2,v Netherlands,King City (NW),27 Aug 2013
13608,R Gunasekera ,CAN,0,-,3,0,0,0.00,2,v Netherlands,King City (NW),27 Aug 2013
13609,NR Kumar ,CAN,19*,-,22,0,0,86.36,2,v Netherlands,King City (NW),27 Aug 2013
13610,HS Baidwan ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13611,Raza-ur-Rehman ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13612,Junaid Siddiqui ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13613,K Kamyuka ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13614,JOA Gordon ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13615,D Daesrath ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13616,AS Hansra ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13617,A Bagai ,CAN,DNB,-,-,-,-,-,2,v Netherlands,King City (NW),27 Aug 2013
13618,Nasir Jamshed ,PAK,32,59,45,3,0,71.11,1,v Zimbabwe,Harare,29 Aug 2013
13619,Ahmed Shehzad ,PAK,5,14,9,1,0,55.55,1,v Zimbabwe,Harare,29 Aug 2013
13620,Mohammad Hafeez ,PAK,136*,205,130,9,5,104.61,1,v Zimbabwe,Harare,29 Aug 2013
13621,Misbah-ul-Haq ,PAK,3,30,23,0,0,13.04,1,v Zimbabwe,Harare,29 Aug 2013
13622,Umar Amin ,PAK,59,93,71,5,1,83.09,1,v Zimbabwe,Harare,29 Aug 2013
13623,Shahid Afridi ,PAK,39*,35,23,1,3,169.56,1,v Zimbabwe,Harare,29 Aug 2013
13624,Junaid Khan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,29 Aug 2013
13625,Sarfaraz Ahmed ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,29 Aug 2013
13626,Saeed Ajmal ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,29 Aug 2013
13627,Mohammad Irfan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,29 Aug 2013
13628,Abdur Rehman ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,29 Aug 2013
13629,H Masakadza ,ZIM,24,37,28,5,0,85.71,2,v Pakistan,Harare,29 Aug 2013
13630,V Sibanda ,ZIM,2,10,6,0,0,33.33,2,v Pakistan,Harare,29 Aug 2013
13631,BRM Taylor ,ZIM,79,150,95,6,1,83.15,2,v Pakistan,Harare,29 Aug 2013
13632,T Maruma ,ZIM,8,28,27,0,0,29.62,2,v Pakistan,Harare,29 Aug 2013
13633,SC Williams ,ZIM,37,44,38,4,0,97.36,2,v Pakistan,Harare,29 Aug 2013
13634,MN Waller ,ZIM,40,53,42,6,0,95.23,2,v Pakistan,Harare,29 Aug 2013
13635,E Chigumbura ,ZIM,0,2,1,0,0,0.00,2,v Pakistan,Harare,29 Aug 2013
13636,P Utseya ,ZIM,3,12,5,0,0,60.00,2,v Pakistan,Harare,29 Aug 2013
13637,T Panyangara ,ZIM,3*,15,10,0,0,30.00,2,v Pakistan,Harare,29 Aug 2013
13638,TL Chatara ,ZIM,2,4,4,0,0,50.00,2,v Pakistan,Harare,29 Aug 2013
13639,BV Vitori ,ZIM,0,1,1,0,0,0.00,2,v Pakistan,Harare,29 Aug 2013
13640,H Patel ,CAN,0,1,2,0,0,0.00,1,v Netherlands,King City (NW),29 Aug 2013
13641,R Gunasekera ,CAN,1,21,12,0,0,8.33,1,v Netherlands,King City (NW),29 Aug 2013
13642,NR Kumar ,CAN,0,1,2,0,0,0.00,1,v Netherlands,King City (NW),29 Aug 2013
13643,A Bagai ,CAN,3,29,16,0,0,18.75,1,v Netherlands,King City (NW),29 Aug 2013
13644,Raza-ur-Rehman ,CAN,0,2,3,0,0,0.00,1,v Netherlands,King City (NW),29 Aug 2013
13645,AS Hansra ,CAN,0,3,1,0,0,0.00,1,v Netherlands,King City (NW),29 Aug 2013
13646,D Daesrath ,CAN,31,81,55,3,1,56.36,1,v Netherlands,King City (NW),29 Aug 2013
13647,Junaid Siddiqui ,CAN,12,49,34,0,0,35.29,1,v Netherlands,King City (NW),29 Aug 2013
13648,K Kamyuka ,CAN,2,2,2,0,0,100.00,1,v Netherlands,King City (NW),29 Aug 2013
13649,HS Baidwan ,CAN,2,7,7,0,0,28.57,1,v Netherlands,King City (NW),29 Aug 2013
13650,JOA Gordon ,CAN,2*,15,14,0,0,14.28,1,v Netherlands,King City (NW),29 Aug 2013
13651,SJ Myburgh ,NL,52*,47,33,6,2,157.57,2,v Canada,King City (NW),29 Aug 2013
13652,MR Swart ,NL,6,21,12,1,0,50.00,2,v Canada,King City (NW),29 Aug 2013
13653,W Barresi ,NL,8*,25,19,1,0,42.10,2,v Canada,King City (NW),29 Aug 2013
13654,Mudassar Bukhari ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13655,PM Seelaar ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13656,Ahsan Malik ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13657,PW Borren ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13658,TGJ Gruijters ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13659,BN Cooper ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13660,DLS van Bunge ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13661,T van der Gugten ,NL,DNB,-,-,-,-,-,2,v Canada,King City (NW),29 Aug 2013
13662,Nasir Jamshed ,PAK,38,67,51,3,1,74.50,1,v Zimbabwe,Harare,31 Aug 2013
13663,Ahmed Shehzad ,PAK,54,135,85,3,0,63.52,1,v Zimbabwe,Harare,31 Aug 2013
13664,Mohammad Hafeez ,PAK,26*,46,34,3,0,76.47,1,v Zimbabwe,Harare,31 Aug 2013
13665,Misbah-ul-Haq ,PAK,67,114,85,6,0,78.82,1,v Zimbabwe,Harare,31 Aug 2013
13666,Umar Amin ,PAK,33,35,25,4,0,132.00,1,v Zimbabwe,Harare,31 Aug 2013
13667,Shahid Afridi ,PAK,7,17,7,0,0,100.00,1,v Zimbabwe,Harare,31 Aug 2013
13668,Sarfaraz Ahmed ,PAK,22,23,13,2,0,169.23,1,v Zimbabwe,Harare,31 Aug 2013
13669,Abdur Rehman ,PAK,0*,4,0,0,0,-,1,v Zimbabwe,Harare,31 Aug 2013
13670,Mohammad Irfan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,31 Aug 2013
13671,Junaid Khan ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,31 Aug 2013
13672,Saeed Ajmal ,PAK,DNB,-,-,-,-,-,1,v Zimbabwe,Harare,31 Aug 2013
13673,H Masakadza ,ZIM,25,47,42,3,1,59.52,2,v Pakistan,Harare,31 Aug 2013
13674,V Sibanda ,ZIM,2,14,8,0,0,25.00,2,v Pakistan,Harare,31 Aug 2013
13675,BRM Taylor ,ZIM,26,50,29,5,0,89.65,2,v Pakistan,Harare,31 Aug 2013
13676,Sikandar Raza ,ZIM,6,24,16,0,0,37.50,2,v Pakistan,Harare,31 Aug 2013
13677,SC Williams ,ZIM,2,14,3,0,0,66.66,2,v Pakistan,Harare,31 Aug 2013
13678,MN Waller ,ZIM,48,86,71,4,0,67.60,2,v Pakistan,Harare,31 Aug 2013
13679,E Chigumbura ,ZIM,2,14,13,0,0,15.38,2,v Pakistan,Harare,31 Aug 2013
13680,P Utseya ,ZIM,23,50,50,1,0,46.00,2,v Pakistan,Harare,31 Aug 2013
13681,SW Masakadza ,ZIM,0,1,1,0,0,0.00,2,v Pakistan,Harare,31 Aug 2013
13682,T Panyangara ,ZIM,1,5,4,0,0,25.00,2,v Pakistan,Harare,31 Aug 2013
13683,TL Chatara ,ZIM,1*,4,3,0,0,33.33,2,v Pakistan,Harare,31 Aug 2013
13684,WTS Porterfield ,IRE,112,174,142,14,1,78.87,1,v England,Dublin (Malahide),3 Sep 2013
13685,PR Stirling ,IRE,10,6,14,2,0,71.42,1,v England,Dublin (Malahide),3 Sep 2013
13686,EC Joyce ,IRE,1,21,10,0,0,10.00,1,v England,Dublin (Malahide),3 Sep 2013
13687,NJ O'Brien ,IRE,26,49,39,3,0,66.66,1,v England,Dublin (Malahide),3 Sep 2013
13688,GC Wilson ,IRE,2,15,4,0,0,50.00,1,v England,Dublin (Malahide),3 Sep 2013
13689,KJ O'Brien ,IRE,23,30,27,3,0,85.18,1,v England,Dublin (Malahide),3 Sep 2013
13690,JF Mooney ,IRE,27,52,40,2,0,67.50,1,v England,Dublin (Malahide),3 Sep 2013
13691,DT Johnston ,IRE,12*,23,10,1,0,120.00,1,v England,Dublin (Malahide),3 Sep 2013
13692,MC Sorensen ,IRE,24*,19,17,1,2,141.17,1,v England,Dublin (Malahide),3 Sep 2013
13693,TJ Murtagh ,IRE,DNB,-,-,-,-,-,1,v England,Dublin (Malahide),3 Sep 2013
13694,GH Dockrell ,IRE,DNB,-,-,-,-,-,1,v England,Dublin (Malahide),3 Sep 2013
13695,MA Carberry ,ENG,10,12,13,2,0,76.92,2,v Ireland,Dublin (Malahide),3 Sep 2013
13696,LJ Wright ,ENG,5,36,20,1,0,25.00,2,v Ireland,Dublin (Malahide),3 Sep 2013
13697,JWA Taylor ,ENG,25,53,42,3,0,59.52,2,v Ireland,Dublin (Malahide),3 Sep 2013
13698,GS Ballance ,ENG,0,3,2,0,0,0.00,2,v Ireland,Dublin (Malahide),3 Sep 2013
13699,EJG Morgan ,ENG,124*,147,106,8,4,116.98,2,v Ireland,Dublin (Malahide),3 Sep 2013
13700,RS Bopara ,ENG,101*,116,75,10,5,134.66,2,v Ireland,Dublin (Malahide),3 Sep 2013
13701,ST Finn ,ENG,DNB,-,-,-,-,-,2,v Ireland,Dublin (Malahide),3 Sep 2013
13702,JC Buttler ,ENG,DNB,-,-,-,-,-,2,v Ireland,Dublin (Malahide),3 Sep 2013
13703,WB Rankin ,ENG,DNB,-,-,-,-,-,2,v Ireland,Dublin (Malahide),3 Sep 2013
13704,BA Stokes ,ENG,DNB,-,-,-,-,-,2,v Ireland,Dublin (Malahide),3 Sep 2013
