,Player_Name,Country,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
6448,V Kohli ,INDIA,22,43,34,1,0,64.70,1,v South Africa,Johannesburg,15 Jan 2011
6449,Yuvraj Singh ,INDIA,53,74,68,4,0,77.94,1,v South Africa,Johannesburg,15 Jan 2011
6450,MS Dhoni ,INDIA,38,101,61,1,0,62.29,1,v South Africa,Johannesburg,15 Jan 2011
6451,SK Raina ,INDIA,11,22,14,1,0,78.57,1,v South Africa,Johannesburg,15 Jan 2011
6452,RG Sharma ,INDIA,9,29,14,1,0,64.28,1,v South Africa,Johannesburg,15 Jan 2011
6453,Harbhajan Singh ,INDIA,3,8,7,0,0,42.85,1,v South Africa,Johannesburg,15 Jan 2011
6454,Z Khan ,INDIA,0,5,3,0,0,0.00,1,v South Africa,Johannesburg,15 Jan 2011
6455,A Nehra ,INDIA,1,10,3,0,0,33.33,1,v South Africa,Johannesburg,15 Jan 2011
6456,MM Patel ,INDIA,6*,4,4,1,0,150.00,1,v South Africa,Johannesburg,15 Jan 2011
6457,HM Amla ,SA,4,8,9,1,0,44.44,2,v India,Johannesburg,15 Jan 2011
6458,GC Smith ,SA,77,135,98,8,0,78.57,2,v India,Johannesburg,15 Jan 2011
6459,CA Ingram ,SA,25,47,30,1,1,83.33,2,v India,Johannesburg,15 Jan 2011
6460,AB de Villiers ,SA,8,14,13,1,0,61.53,2,v India,Johannesburg,15 Jan 2011
6461,JP Duminy ,SA,13,38,19,1,0,68.42,2,v India,Johannesburg,15 Jan 2011
6462,DA Miller ,SA,27,36,28,3,1,96.42,2,v India,Johannesburg,15 Jan 2011
6463,J Botha ,SA,4,18,7,0,0,57.14,2,v India,Johannesburg,15 Jan 2011
6464,WD Parnell ,SA,12,50,27,1,0,44.44,2,v India,Johannesburg,15 Jan 2011
6465,DW Steyn ,SA,6,19,14,0,0,42.85,2,v India,Johannesburg,15 Jan 2011
6466,M Morkel ,SA,6,16,11,1,0,54.54,2,v India,Johannesburg,15 Jan 2011
6467,LL Tsotsobe ,SA,1*,4,2,0,0,50.00,2,v India,Johannesburg,15 Jan 2011
6468,AJ Strauss ,ENG,63,90,65,6,0,96.92,1,v Australia,Melbourne,16 Jan 2011
6469,SM Davies ,ENG,42,58,35,5,0,120.00,1,v Australia,Melbourne,16 Jan 2011
6470,IJL Trott ,ENG,6,8,7,1,0,85.71,1,v Australia,Melbourne,16 Jan 2011
6471,KP Pietersen ,ENG,78,128,75,2,3,104.00,1,v Australia,Melbourne,16 Jan 2011
6472,IR Bell ,ENG,23,38,32,1,0,71.87,1,v Australia,Melbourne,16 Jan 2011
6473,EJG Morgan ,ENG,8,9,12,1,0,66.66,1,v Australia,Melbourne,16 Jan 2011
6474,MH Yardy ,ENG,9,37,21,0,0,42.85,1,v Australia,Melbourne,16 Jan 2011
6475,TT Bresnan ,ENG,28,31,27,4,0,103.70,1,v Australia,Melbourne,16 Jan 2011
6476,GP Swann ,ENG,4,19,10,0,0,40.00,1,v Australia,Melbourne,16 Jan 2011
6477,A Shahzad ,ENG,8*,17,7,0,1,114.28,1,v Australia,Melbourne,16 Jan 2011
6478,CT Tremlett ,ENG,7,10,8,0,1,87.50,1,v Australia,Melbourne,16 Jan 2011
6479,SR Watson ,AUS,161*,215,150,12,4,107.33,2,v England,Melbourne,16 Jan 2011
6480,BJ Haddin ,AUS,39,80,47,5,0,82.97,2,v England,Melbourne,16 Jan 2011
6481,MJ Clarke ,AUS,36,75,57,1,0,63.15,2,v England,Melbourne,16 Jan 2011
6482,SPD Smith ,AUS,5,6,4,1,0,125.00,2,v England,Melbourne,16 Jan 2011
6483,MEK Hussey ,AUS,21,17,15,1,1,140.00,2,v England,Melbourne,16 Jan 2011
6484,CL White ,AUS,25*,33,23,2,0,108.69,2,v England,Melbourne,16 Jan 2011
6485,DE Bollinger ,AUS,DNB,-,-,-,-,-,2,v England,Melbourne,16 Jan 2011
6486,B Lee ,AUS,DNB,-,-,-,-,-,2,v England,Melbourne,16 Jan 2011
6487,MG Johnson ,AUS,DNB,-,-,-,-,-,2,v England,Melbourne,16 Jan 2011
6488,XJ Doherty ,AUS,DNB,-,-,-,-,-,2,v England,Melbourne,16 Jan 2011
6489,DJ Hussey ,AUS,DNB,-,-,-,-,-,2,v England,Melbourne,16 Jan 2011
6490,GC Smith ,SA,43,102,79,3,0,54.43,1,v India,Cape Town,18 Jan 2011
6491,HM Amla ,SA,16,28,18,2,0,88.88,1,v India,Cape Town,18 Jan 2011
6492,CA Ingram ,SA,10,30,16,1,0,62.50,1,v India,Cape Town,18 Jan 2011
6493,AB de Villiers ,SA,16,32,20,0,0,80.00,1,v India,Cape Town,18 Jan 2011
6494,JP Duminy ,SA,52,111,59,2,0,88.13,1,v India,Cape Town,18 Jan 2011
6495,F du Plessis ,SA,60,94,78,2,0,76.92,1,v India,Cape Town,18 Jan 2011
6496,J Botha ,SA,9,26,14,0,0,64.28,1,v India,Cape Town,18 Jan 2011
6497,WD Parnell ,SA,5,2,3,1,0,166.66,1,v India,Cape Town,18 Jan 2011
6498,DW Steyn ,SA,5,12,8,0,0,62.50,1,v India,Cape Town,18 Jan 2011
6499,M Morkel ,SA,0*,6,0,0,0,-,1,v India,Cape Town,18 Jan 2011
6500,LL Tsotsobe ,SA,0,1,1,0,0,0.00,1,v India,Cape Town,18 Jan 2011
6501,RG Sharma ,INDIA,23,67,45,2,0,51.11,2,v South Africa,Cape Town,18 Jan 2011
6502,M Vijay ,INDIA,1,9,8,0,0,12.50,2,v South Africa,Cape Town,18 Jan 2011
6503,V Kohli ,INDIA,28,51,41,5,0,68.29,2,v South Africa,Cape Town,18 Jan 2011
6504,Yuvraj Singh ,INDIA,16,43,27,2,0,59.25,2,v South Africa,Cape Town,18 Jan 2011
6505,MS Dhoni ,INDIA,5,15,12,1,0,41.66,2,v South Africa,Cape Town,18 Jan 2011
6506,SK Raina ,INDIA,37,74,47,4,0,78.72,2,v South Africa,Cape Town,18 Jan 2011
6507,YK Pathan ,INDIA,59,69,50,6,3,118.00,2,v South Africa,Cape Town,18 Jan 2011
6508,Harbhajan Singh ,INDIA,23*,63,25,0,2,92.00,2,v South Africa,Cape Town,18 Jan 2011
6509,Z Khan ,INDIA,14,31,25,2,0,56.00,2,v South Africa,Cape Town,18 Jan 2011
6510,A Nehra ,INDIA,6*,16,10,1,0,60.00,2,v South Africa,Cape Town,18 Jan 2011
6511,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v South Africa,Cape Town,18 Jan 2011
6512,SR Watson ,AUS,5,12,16,1,0,31.25,1,v England,Hobart,21 Jan 2011
6513,BJ Haddin ,AUS,5,28,8,0,0,62.50,1,v England,Hobart,21 Jan 2011
6514,MJ Clarke ,AUS,10,31,23,1,0,43.47,1,v England,Hobart,21 Jan 2011
6515,CL White ,AUS,45,106,76,3,0,59.21,1,v England,Hobart,21 Jan 2011
6516,DJ Hussey ,AUS,8,13,10,1,0,80.00,1,v England,Hobart,21 Jan 2011
6517,SE Marsh ,AUS,110,147,114,8,2,96.49,1,v England,Hobart,21 Jan 2011
6518,SPD Smith ,AUS,0,4,2,0,0,0.00,1,v England,Hobart,21 Jan 2011
6519,NM Hauritz ,AUS,2,5,6,0,0,33.33,1,v England,Hobart,21 Jan 2011
6520,B Lee ,AUS,0,4,5,0,0,0.00,1,v England,Hobart,21 Jan 2011
6521,DE Bollinger ,AUS,30,51,30,3,0,100.00,1,v England,Hobart,21 Jan 2011
6522,SW Tait ,AUS,0*,-,0,0,0,-,1,v England,Hobart,21 Jan 2011
6523,AJ Strauss ,ENG,19,35,28,2,0,67.85,2,v Australia,Hobart,21 Jan 2011
6524,MJ Prior ,ENG,0,13,3,0,0,0.00,2,v Australia,Hobart,21 Jan 2011
6525,IJL Trott ,ENG,32,87,58,2,0,55.17,2,v Australia,Hobart,21 Jan 2011
6526,KP Pietersen ,ENG,0,1,1,0,0,0.00,2,v Australia,Hobart,21 Jan 2011
6527,IR Bell ,ENG,32,75,61,2,0,52.45,2,v Australia,Hobart,21 Jan 2011
6528,EJG Morgan ,ENG,21,48,31,1,1,67.74,2,v Australia,Hobart,21 Jan 2011
6529,MH Yardy ,ENG,22,43,31,1,0,70.96,2,v Australia,Hobart,21 Jan 2011
6530,TT Bresnan ,ENG,19,37,27,2,0,70.37,2,v Australia,Hobart,21 Jan 2011
6531,JC Tredwell ,ENG,16,32,24,1,0,66.66,2,v Australia,Hobart,21 Jan 2011
6532,A Shahzad ,ENG,2,7,3,0,0,66.66,2,v Australia,Hobart,21 Jan 2011
6533,CT Tremlett ,ENG,1*,4,4,0,0,25.00,2,v Australia,Hobart,21 Jan 2011
6534,HM Amla ,SA,64,93,69,8,0,92.75,1,v India,Port Elizabeth,21 Jan 2011
6535,GC Smith ,SA,18,51,30,2,0,60.00,1,v India,Port Elizabeth,21 Jan 2011
6536,MN van Wyk ,SA,15,35,22,1,0,68.18,1,v India,Port Elizabeth,21 Jan 2011
6537,AB de Villiers ,SA,3,9,5,0,0,60.00,1,v India,Port Elizabeth,21 Jan 2011
6538,JP Duminy ,SA,71*,124,72,2,1,98.61,1,v India,Port Elizabeth,21 Jan 2011
6539,F du Plessis ,SA,1,5,4,0,0,25.00,1,v India,Port Elizabeth,21 Jan 2011
6540,J Botha ,SA,44,59,59,3,0,74.57,1,v India,Port Elizabeth,21 Jan 2011
6541,RJ Peterson ,SA,31,39,35,3,0,88.57,1,v India,Port Elizabeth,21 Jan 2011
6542,DW Steyn ,SA,4*,13,6,0,0,66.66,1,v India,Port Elizabeth,21 Jan 2011
6543,LL Tsotsobe ,SA,DNB,-,-,-,-,-,1,v India,Port Elizabeth,21 Jan 2011
6544,M Morkel ,SA,DNB,-,-,-,-,-,1,v India,Port Elizabeth,21 Jan 2011
6545,RG Sharma ,INDIA,1,6,6,0,0,16.66,2,v South Africa,Port Elizabeth,21 Jan 2011
6546,PA Patel ,INDIA,11,39,24,2,0,45.83,2,v South Africa,Port Elizabeth,21 Jan 2011
6547,V Kohli ,INDIA,87*,126,92,7,2,94.56,2,v South Africa,Port Elizabeth,21 Jan 2011
6548,Yuvraj Singh ,INDIA,12,22,20,1,1,60.00,2,v South Africa,Port Elizabeth,21 Jan 2011
6549,SK Raina ,INDIA,20,41,36,0,0,55.55,2,v South Africa,Port Elizabeth,21 Jan 2011
6550,MS Dhoni ,INDIA,2,9,8,0,0,25.00,2,v South Africa,Port Elizabeth,21 Jan 2011
6551,YK Pathan ,INDIA,2,4,3,0,0,66.66,2,v South Africa,Port Elizabeth,21 Jan 2011
6552,Harbhajan Singh ,INDIA,3*,13,8,0,0,37.50,2,v South Africa,Port Elizabeth,21 Jan 2011
6553,A Nehra ,INDIA,DNB,-,-,-,-,-,2,v South Africa,Port Elizabeth,21 Jan 2011
6554,Z Khan ,INDIA,DNB,-,-,-,-,-,2,v South Africa,Port Elizabeth,21 Jan 2011
6555,MM Patel ,INDIA,DNB,-,-,-,-,-,2,v South Africa,Port Elizabeth,21 Jan 2011
6556,Kamran Akmal ,PAK,8,31,23,1,0,34.78,1,v New Zealand,Wellington,22 Jan 2011
6557,Mohammad Hafeez ,PAK,0,15,9,0,0,0.00,1,v New Zealand,Wellington,22 Jan 2011
6558,Younis Khan ,PAK,24,75,35,2,0,68.57,1,v New Zealand,Wellington,22 Jan 2011
6559,Asad Shafiq ,PAK,4,11,12,1,0,33.33,1,v New Zealand,Wellington,22 Jan 2011
6560,Misbah-ul-Haq ,PAK,50,128,88,3,1,56.81,1,v New Zealand,Wellington,22 Jan 2011
6561,Umar Akmal ,PAK,0,1,1,0,0,0.00,1,v New Zealand,Wellington,22 Jan 2011
6562,Shahid Afridi ,PAK,15,31,29,0,0,51.72,1,v New Zealand,Wellington,22 Jan 2011
6563,Abdul Razzaq ,PAK,6,8,9,1,0,66.66,1,v New Zealand,Wellington,22 Jan 2011
6564,Abdur Rehman ,PAK,0,1,1,0,0,0.00,1,v New Zealand,Wellington,22 Jan 2011
6565,Sohail Tanvir ,PAK,6,17,16,1,0,37.50,1,v New Zealand,Wellington,22 Jan 2011
6566,Shoaib Akhtar ,PAK,1*,17,2,0,0,50.00,1,v New Zealand,Wellington,22 Jan 2011
6567,MJ Guptill ,NZ,40*,74,41,3,0,97.56,2,v Pakistan,Wellington,22 Jan 2011
6568,JD Ryder ,NZ,55,45,34,6,2,161.76,2,v Pakistan,Wellington,22 Jan 2011
6569,LRPL Taylor ,NZ,23*,28,29,2,1,79.31,2,v Pakistan,Wellington,22 Jan 2011
6570,BB McCullum ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6571,JEC Franklin ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6572,HK Bennett ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6573,DL Vettori ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6574,NL McCullum ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6575,JDP Oram ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6576,TG Southee ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6577,SB Styris ,NZ,DNB,-,-,-,-,-,2,v Pakistan,Wellington,22 Jan 2011
6578,AJ Strauss ,ENG,23,39,27,2,0,85.18,1,v Australia,Sydney,23 Jan 2011
6579,MJ Prior ,ENG,0,3,3,0,0,0.00,1,v Australia,Sydney,23 Jan 2011
6580,IJL Trott ,ENG,84*,206,119,3,0,70.58,1,v Australia,Sydney,23 Jan 2011
6581,IR Bell ,ENG,10,21,16,1,0,62.50,1,v Australia,Sydney,23 Jan 2011
6582,EJG Morgan ,ENG,30,47,41,2,0,73.17,1,v Australia,Sydney,23 Jan 2011
6583,PD Collingwood ,ENG,1,2,2,0,0,50.00,1,v Australia,Sydney,23 Jan 2011
6584,MH Yardy ,ENG,7,9,8,0,0,87.50,1,v Australia,Sydney,23 Jan 2011
6585,LJ Wright ,ENG,32,52,46,2,0,69.56,1,v Australia,Sydney,23 Jan 2011
6586,CR Woakes ,ENG,12,15,15,0,0,80.00,1,v Australia,Sydney,23 Jan 2011
6587,A Shahzad ,ENG,4,9,8,0,0,50.00,1,v Australia,Sydney,23 Jan 2011
6588,CT Tremlett ,ENG,1,6,4,0,0,25.00,1,v Australia,Sydney,23 Jan 2011
6589,SR Watson ,AUS,9,7,7,2,0,128.57,2,v England,Sydney,23 Jan 2011
6590,BJ Haddin ,AUS,54,97,59,7,1,91.52,2,v England,Sydney,23 Jan 2011
6591,SE Marsh ,AUS,6,13,12,1,0,50.00,2,v England,Sydney,23 Jan 2011
6592,MJ Clarke ,AUS,9,31,18,0,0,50.00,2,v England,Sydney,23 Jan 2011
6593,CL White ,AUS,7,31,23,0,0,30.43,2,v England,Sydney,23 Jan 2011
6594,DJ Hussey ,AUS,68*,105,89,6,1,76.40,2,v England,Sydney,23 Jan 2011
6595,SPD Smith ,AUS,26,52,37,2,1,70.27,2,v England,Sydney,23 Jan 2011
6596,JW Hastings ,AUS,18*,42,31,1,0,58.06,2,v England,Sydney,23 Jan 2011
6597,DE Bollinger ,AUS,DNB,-,-,-,-,-,2,v England,Sydney,23 Jan 2011
6598,B Lee ,AUS,DNB,-,-,-,-,-,2,v England,Sydney,23 Jan 2011
6599,XJ Doherty ,AUS,DNB,-,-,-,-,-,2,v England,Sydney,23 Jan 2011
6600,GC Smith ,SA,7,10,11,1,0,63.63,1,v India,Centurion,23 Jan 2011
6601,HM Amla ,SA,116*,184,132,9,0,87.87,1,v India,Centurion,23 Jan 2011
6602,MN van Wyk ,SA,56,72,63,8,0,88.88,1,v India,Centurion,23 Jan 2011
6603,AB de Villiers ,SA,11,14,12,1,0,91.66,1,v India,Centurion,23 Jan 2011
6604,JP Duminy ,SA,35,65,44,1,0,79.54,1,v India,Centurion,23 Jan 2011
6605,F du Plessis ,SA,8,7,6,1,0,133.33,1,v India,Centurion,23 Jan 2011
6606,J Botha ,SA,2,2,2,0,0,100.00,1,v India,Centurion,23 Jan 2011
6607,RJ Peterson ,SA,4,4,2,1,0,200.00,1,v India,Centurion,23 Jan 2011
6608,DW Steyn ,SA,0,1,1,0,0,0.00,1,v India,Centurion,23 Jan 2011
6609,M Morkel ,SA,0,1,2,0,0,0.00,1,v India,Centurion,23 Jan 2011
6610,LL Tsotsobe ,SA,0*,1,1,0,0,0.00,1,v India,Centurion,23 Jan 2011
6611,PA Patel ,INDIA,38,52,34,6,0,111.76,2,v South Africa,Centurion,23 Jan 2011
6612,RG Sharma ,INDIA,5,15,8,1,0,62.50,2,v South Africa,Centurion,23 Jan 2011
6613,V Kohli ,INDIA,2,11,6,0,0,33.33,2,v South Africa,Centurion,23 Jan 2011
6614,MS Dhoni ,INDIA,5,11,10,1,0,50.00,2,v South Africa,Centurion,23 Jan 2011
6615,Yuvraj Singh ,INDIA,8,18,14,2,0,57.14,2,v South Africa,Centurion,23 Jan 2011
6616,SK Raina ,INDIA,11,15,8,2,0,137.50,2,v South Africa,Centurion,23 Jan 2011
6617,YK Pathan ,INDIA,105,104,70,8,8,150.00,2,v South Africa,Centurion,23 Jan 2011
6618,Harbhajan Singh ,INDIA,13,23,16,0,1,81.25,2,v South Africa,Centurion,23 Jan 2011
6619,PP Chawla ,INDIA,8,12,11,1,0,72.72,2,v South Africa,Centurion,23 Jan 2011
6620,Z Khan ,INDIA,24,81,58,3,0,41.37,2,v South Africa,Centurion,23 Jan 2011
6621,MM Patel ,INDIA,4*,22,9,0,0,44.44,2,v South Africa,Centurion,23 Jan 2011
6622,JEC Franklin ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6623,HK Bennett ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6624,DL Vettori ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6625,JD Ryder ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6626,BB McCullum ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6627,JDP Oram ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6628,TG Southee ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6629,SB Styris ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6630,MJ Guptill ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6631,LRPL Taylor ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6632,JM How ,NZ,TDNB,-,-,-,-,-,-,v Pakistan,Queenstown,26 Jan 2011
6633,Mohammad Hafeez ,PAK,4*,20,11,0,0,36.36,1,v New Zealand,Queenstown,26 Jan 2011
6634,Ahmed Shehzad ,PAK,25*,20,16,4,1,156.25,1,v New Zealand,Queenstown,26 Jan 2011
6635,Umar Gul ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6636,Younis Khan ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6637,Umar Akmal ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6638,Abdul Razzaq ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6639,Sohail Tanvir ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6640,Wahab Riaz ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6641,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6642,Kamran Akmal ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6643,Shahid Afridi ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Queenstown,26 Jan 2011
6644,AJ Strauss ,ENG,8,13,10,1,0,80.00,1,v Australia,Adelaide,26 Jan 2011
6645,MJ Prior ,ENG,67,93,58,8,1,115.51,1,v Australia,Adelaide,26 Jan 2011
6646,IJL Trott ,ENG,102,143,126,6,0,80.95,1,v Australia,Adelaide,26 Jan 2011
6647,KP Pietersen ,ENG,12,12,13,1,0,92.30,1,v Australia,Adelaide,26 Jan 2011
6648,IR Bell ,ENG,0,1,2,0,0,0.00,1,v Australia,Adelaide,26 Jan 2011
6649,EJG Morgan ,ENG,24,53,31,1,0,77.41,1,v Australia,Adelaide,26 Jan 2011
6650,PD Collingwood ,ENG,27,37,27,2,1,100.00,1,v Australia,Adelaide,26 Jan 2011
6651,MH Yardy ,ENG,39*,41,27,6,0,144.44,1,v Australia,Adelaide,26 Jan 2011
6652,A Shahzad ,ENG,4,6,5,0,0,80.00,1,v Australia,Adelaide,26 Jan 2011
6653,CT Tremlett ,ENG,0*,2,1,0,0,0.00,1,v Australia,Adelaide,26 Jan 2011
6654,JM Anderson ,ENG,DNB,-,-,-,-,-,1,v Australia,Adelaide,26 Jan 2011
6655,SR Watson ,AUS,64,99,72,5,1,88.88,2,v England,Adelaide,26 Jan 2011
6656,BJ Haddin ,AUS,20,25,16,4,0,125.00,2,v England,Adelaide,26 Jan 2011
6657,SE Marsh ,AUS,1,5,6,0,0,16.66,2,v England,Adelaide,26 Jan 2011
6658,MJ Clarke ,AUS,15,41,27,1,0,55.55,2,v England,Adelaide,26 Jan 2011
6659,CL White ,AUS,44,86,64,2,0,68.75,2,v England,Adelaide,26 Jan 2011
6660,DJ Hussey ,AUS,28,43,34,1,0,82.35,2,v England,Adelaide,26 Jan 2011
6661,SPD Smith ,AUS,46*,67,47,4,0,97.87,2,v England,Adelaide,26 Jan 2011
6662,JW Hastings ,AUS,1,5,3,0,0,33.33,2,v England,Adelaide,26 Jan 2011
6663,B Lee ,AUS,39*,45,32,4,0,121.87,2,v England,Adelaide,26 Jan 2011
6664,DE Bollinger ,AUS,DNB,-,-,-,-,-,2,v England,Adelaide,26 Jan 2011
6665,XJ Doherty ,AUS,DNB,-,-,-,-,-,2,v England,Adelaide,26 Jan 2011
6666,Mohammad Hafeez ,PAK,115,185,144,12,2,79.86,1,v New Zealand,Christchurch,29 Jan 2011
6667,Ahmed Shehzad ,PAK,0,6,3,0,0,0.00,1,v New Zealand,Christchurch,29 Jan 2011
6668,Kamran Akmal ,PAK,6,7,9,1,0,66.66,1,v New Zealand,Christchurch,29 Jan 2011
6669,Younis Khan ,PAK,12,47,22,1,0,54.54,1,v New Zealand,Christchurch,29 Jan 2011
6670,Misbah-ul-Haq ,PAK,35,91,64,1,0,54.68,1,v New Zealand,Christchurch,29 Jan 2011
6671,Umar Akmal ,PAK,44,51,29,4,2,151.72,1,v New Zealand,Christchurch,29 Jan 2011
6672,Shahid Afridi ,PAK,65,26,25,5,5,260.00,1,v New Zealand,Christchurch,29 Jan 2011
6673,Abdul Razzaq ,PAK,5*,9,4,0,0,125.00,1,v New Zealand,Christchurch,29 Jan 2011
6674,Wahab Riaz ,PAK,1*,3,2,0,0,50.00,1,v New Zealand,Christchurch,29 Jan 2011
6675,Sohail Tanvir ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Christchurch,29 Jan 2011
6676,Umar Gul ,PAK,DNB,-,-,-,-,-,1,v New Zealand,Christchurch,29 Jan 2011
6677,MJ Guptill ,NZ,39,68,39,4,2,100.00,2,v Pakistan,Christchurch,29 Jan 2011
6678,JM How ,NZ,24,30,25,3,1,96.00,2,v Pakistan,Christchurch,29 Jan 2011
6679,LRPL Taylor ,NZ,6,18,14,0,0,42.85,2,v Pakistan,Christchurch,29 Jan 2011
6680,SB Styris ,NZ,46,80,67,1,0,68.65,2,v Pakistan,Christchurch,29 Jan 2011
6681,KS Williamson ,NZ,42,77,63,1,0,66.66,2,v Pakistan,Christchurch,29 Jan 2011
6682,BB McCullum ,NZ,12,21,13,1,0,92.30,2,v Pakistan,Christchurch,29 Jan 2011
6683,JDP Oram ,NZ,17,29,19,0,1,89.47,2,v Pakistan,Christchurch,29 Jan 2011
6684,LJ Woodcock ,NZ,11,30,19,1,0,57.89,2,v Pakistan,Christchurch,29 Jan 2011
6685,KD Mills ,NZ,17,20,18,2,0,94.44,2,v Pakistan,Christchurch,29 Jan 2011
6686,TG Southee ,NZ,13*,26,17,0,1,76.47,2,v Pakistan,Christchurch,29 Jan 2011
6687,HK Bennett ,NZ,4*,12,7,0,0,57.14,2,v Pakistan,Christchurch,29 Jan 2011
6688,SR Watson ,AUS,16,41,20,2,0,80.00,1,v England,Brisbane,30 Jan 2011
6689,BJ Haddin ,AUS,37,64,52,7,0,71.15,1,v England,Brisbane,30 Jan 2011
6690,SE Marsh ,AUS,16,44,30,0,0,53.33,1,v England,Brisbane,30 Jan 2011
6691,MJ Clarke ,AUS,54,102,74,5,0,72.97,1,v England,Brisbane,30 Jan 2011
6692,CL White ,AUS,16,11,16,2,1,100.00,1,v England,Brisbane,30 Jan 2011
6693,DJ Hussey ,AUS,34,56,46,2,0,73.91,1,v England,Brisbane,30 Jan 2011
6694,SPD Smith ,AUS,24*,55,25,1,1,96.00,1,v England,Brisbane,30 Jan 2011
6695,MG Johnson ,AUS,16,20,19,2,0,84.21,1,v England,Brisbane,30 Jan 2011
6696,JW Hastings ,AUS,13,13,11,2,0,118.18,1,v England,Brisbane,30 Jan 2011
6697,B Lee ,AUS,0,2,1,0,0,0.00,1,v England,Brisbane,30 Jan 2011
6698,DE Bollinger ,AUS,6,6,4,1,0,150.00,1,v England,Brisbane,30 Jan 2011
6699,AJ Strauss ,ENG,3,24,16,0,0,18.75,2,v Australia,Brisbane,30 Jan 2011
6700,MJ Prior ,ENG,14,22,15,3,0,93.33,2,v Australia,Brisbane,30 Jan 2011
6701,IJL Trott ,ENG,0,7,1,0,0,0.00,2,v Australia,Brisbane,30 Jan 2011
6702,KP Pietersen ,ENG,40,68,51,4,0,78.43,2,v Australia,Brisbane,30 Jan 2011
6703,IR Bell ,ENG,36,77,61,1,0,59.01,2,v Australia,Brisbane,30 Jan 2011
6704,EJG Morgan ,ENG,2,5,4,0,0,50.00,2,v Australia,Brisbane,30 Jan 2011
6705,PD Collingwood ,ENG,18,34,27,1,0,66.66,2,v Australia,Brisbane,30 Jan 2011
6706,CR Woakes ,ENG,8,27,25,0,0,32.00,2,v Australia,Brisbane,30 Jan 2011
6707,A Shahzad ,ENG,9,26,23,0,1,39.13,2,v Australia,Brisbane,30 Jan 2011
6708,JM Anderson ,ENG,20*,58,31,3,0,64.51,2,v Australia,Brisbane,30 Jan 2011
6709,ST Finn ,ENG,35,34,24,5,1,145.83,2,v Australia,Brisbane,30 Jan 2011
6710,KMDN Kulasekara ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6711,WU Tharanga ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6712,TT Samaraweera ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6713,BAW Mendis ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6714,DPMD Jayawardene ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6715,AD Mathews ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6716,SL Malinga ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
6717,KC Sangakkara ,SL,TDNB,-,-,-,-,-,-,v West Indies,Colombo (SSC),31 Jan 2011
